frame,class,confidence,center_x,center_y,left,top,width,height,frame_width,frame_height
1308,  car,0.602,896.000,378.500,869,370,54,17,1280,720
1309,  car,0.658,897.000,378.500,871,370,52,17,1280,720
1309,  car,0.641,942.500,384.000,912,373,61,22,1280,720
1310,  car,0.577,945.500,383.500,915,373,61,21,1280,720
1310,  car,0.560,896.500,379.500,869,371,55,17,1280,720
1311,  car,0.707,951.000,384.500,920,373,62,23,1280,720
1312,  car,0.642,950.500,386.000,917,375,67,22,1280,720
1313,  car,0.594,954.000,385.000,920,373,68,24,1280,720
1313,  car,0.551,909.000,379.000,883,370,52,18,1280,720
1314,  car,0.675,961.000,385.500,928,374,66,23,1280,720
1314,  car,0.634,912.500,379.500,884,371,57,17,1280,720
1315,  car,0.733,964.500,385.500,933,374,63,23,1280,720
1315,  car,0.615,915.000,378.500,887,370,56,17,1280,720
1316,  car,0.649,918.000,377.500,889,369,58,17,1280,720
1316,  car,0.610,967.500,383.500,936,372,63,23,1280,720
1317,  car,0.635,970.500,385.000,939,373,63,24,1280,720
1317,  car,0.576,920.000,379.000,890,370,60,18,1280,720
1318,  car,0.635,970.500,385.000,939,373,63,24,1280,720
1318,  car,0.576,920.000,379.000,890,370,60,18,1280,720
1319,  car,0.568,925.000,378.000,896,369,58,18,1280,720
1319,  car,0.554,978.500,383.500,949,371,59,25,1280,720
1320,  car,0.570,928.500,378.500,900,370,57,17,1280,720
1321,  car,0.649,931.500,379.000,900,370,63,18,1280,720
1321,  car,0.500,983.500,385.000,950,372,67,26,1280,720
1322,  car,0.637,932.000,380.000,902,371,60,18,1280,720
1322,  car,0.601,986.500,385.500,952,374,69,23,1280,720
1323,  car,0.656,936.500,381.000,906,372,61,18,1280,720
1323,  car,0.633,994.500,387.000,961,375,67,24,1280,720
1324,  car,0.661,937.500,379.500,905,370,65,19,1280,720
1324,  car,0.626,998.000,386.000,966,374,64,24,1280,720
1325,  car,0.676,1000.500,387.500,968,377,65,21,1280,720
1325,  car,0.601,940.000,382.000,909,373,62,18,1280,720
1326,  car,0.703,945.000,382.000,912,373,66,18,1280,720
1326,  car,0.545,1004.500,384.500,975,375,59,19,1280,720
1327,  car,0.685,947.500,382.000,914,373,67,18,1280,720
1327,  car,0.534,1007.500,384.500,978,376,59,17,1280,720
1328,  car,0.620,949.500,383.000,919,374,61,18,1280,720
1328,  car,0.592,1012.000,387.000,977,377,70,20,1280,720
1329,  car,0.623,951.500,381.500,919,372,65,19,1280,720
1330,  car,0.611,955.000,382.500,923,373,64,19,1280,720
1330,  car,0.528,1021.000,384.000,987,376,68,16,1280,720
1331,  car,0.653,962.500,381.500,929,372,67,19,1280,720
1331,  car,0.561,1024.000,383.000,994,375,60,16,1280,720
1332,  car,0.736,963.000,381.000,931,371,64,20,1280,720
1332,  car,0.508,1026.500,382.500,992,374,69,17,1280,720
1333,  car,0.760,965.000,381.500,931,371,68,21,1280,720
1333,  car,0.534,1030.500,383.000,994,374,73,18,1280,720
1334,  car,0.711,966.500,380.500,934,371,65,19,1280,720
1334,  bus,0.641,721.500,390.000,649,356,145,68,1280,720
1334,  car,0.588,1032.000,381.500,993,373,78,17,1280,720
1335,  car,0.685,970.500,380.000,939,370,63,20,1280,720
1335,  car,0.580,1039.500,382.000,1002,373,75,18,1280,720
1336,  car,0.755,974.000,380.000,940,370,68,20,1280,720
1336,  car,0.584,1042.500,381.000,1004,372,77,18,1280,720
1337,  car,0.643,977.500,378.500,945,369,65,19,1280,720
1338,  car,0.731,982.000,380.000,947,370,70,20,1280,720
1338,  car,0.586,1056.500,381.500,1024,373,65,17,1280,720
1339,  car,0.680,982.000,379.000,949,369,66,20,1280,720
1339,  car,0.585,1053.500,382.000,1014,372,79,20,1280,720
1340,  car,0.643,984.000,379.500,950,370,68,19,1280,720
1340,  car,0.614,1057.500,383.500,1018,373,79,21,1280,720
1341,  car,0.699,991.000,379.500,955,370,72,19,1280,720
1341,  truck,0.519,766.500,383.500,715,354,103,59,1280,720
1341,  car,0.516,1066.000,383.000,1025,373,82,20,1280,720
1342,  car,0.582,1070.000,383.500,1030,374,80,19,1280,720
1343,  car,0.656,1076.000,383.000,1035,373,82,20,1280,720
1344,  car,0.666,998.500,380.500,960,370,77,21,1280,720
1344,  car,0.607,1078.500,383.000,1035,372,87,22,1280,720
1344,  truck,0.557,782.500,384.500,734,355,97,59,1280,720
1345,  car,0.694,1084.000,384.000,1040,373,88,22,1280,720
1345,  car,0.617,999.500,379.500,965,370,69,19,1280,720
1346,  car,0.696,1005.000,379.000,966,369,78,20,1280,720
1346,  car,0.596,1096.500,382.000,1057,372,79,20,1280,720
1346,  truck,0.527,788.000,383.500,739,353,98,61,1280,720
1347,  car,0.660,1002.500,379.000,964,369,77,20,1280,720
1347,  car,0.525,1095.500,382.000,1053,371,85,22,1280,720
1347,  truck,0.518,792.500,385.500,744,354,97,63,1280,720
1348,  car,0.633,1010.500,378.500,971,368,79,21,1280,720
1348,  car,0.554,1107.000,382.000,1071,371,72,22,1280,720
1349,  truck,0.596,801.000,381.500,752,350,98,63,1280,720
1349,  car,0.505,1116.500,381.000,1081,370,71,22,1280,720
1350,  car,0.734,1012.000,380.500,973,369,78,23,1280,720
1350,  car,0.569,1122.000,382.500,1089,371,66,23,1280,720
1351,  car,0.661,1015.000,381.000,974,369,82,24,1280,720
1351,  car,0.542,1127.000,384.500,1094,372,66,25,1280,720
1351,  truck,0.532,806.500,384.000,755,352,103,64,1280,720
1352,  car,0.667,1135.500,386.000,1102,373,67,26,1280,720
1352,  car,0.643,1019.500,381.000,982,369,75,24,1280,720
1352,  truck,0.607,812.000,384.500,762,352,100,65,1280,720
1353,  truck,0.634,817.500,385.500,768,354,99,63,1280,720
1353,  car,0.596,1134.000,386.500,1097,375,74,23,1280,720
1353,  car,0.547,1024.500,384.000,983,371,83,26,1280,720
1354,  truck,0.794,819.500,387.000,767,354,105,66,1280,720
1354,  car,0.580,1024.500,384.500,985,371,79,27,1280,720
1355,  truck,0.724,824.500,388.500,772,355,105,67,1280,720
1355,  car,0.662,1026.500,387.000,989,374,75,26,1280,720
1355,  car,0.513,965.000,389.000,948,382,34,14,1280,720
1356,  car,0.729,1032.000,388.000,993,374,78,28,1280,720
1356,  truck,0.714,829.000,389.000,775,355,108,68,1280,720
1356,  car,0.586,967.500,389.000,949,381,37,16,1280,720
1357,  car,0.750,1036.500,389.000,998,374,77,30,1280,720
1357,  truck,0.702,834.000,388.500,781,355,106,67,1280,720
1357,  car,0.532,970.500,389.000,954,381,33,16,1280,720
1358,  car,0.690,1043.000,387.500,1002,373,82,29,1280,720
1358,  truck,0.628,837.500,388.000,783,354,109,68,1280,720
1358,  car,0.536,973.500,388.000,954,379,39,18,1280,720
1359,  car,0.677,1047.000,385.000,1005,370,84,30,1280,720
1360,  truck,0.643,850.500,383.500,798,349,105,69,1280,720
1360,  car,0.615,1050.500,383.500,1007,368,87,31,1280,720
1361,  car,0.777,1054.500,380.500,1014,365,81,31,1280,720
1361,  truck,0.764,854.500,382.000,800,346,109,72,1280,720
1362,  truck,0.745,856.500,380.000,800,344,113,72,1280,720
1362,  car,0.713,1059.000,379.500,1018,364,82,31,1280,720
1363,  car,0.684,1060.500,376.500,1018,361,85,31,1280,720
1363,  truck,0.647,865.000,377.000,812,341,106,72,1280,720
1364,  truck,0.659,868.000,374.000,812,338,112,72,1280,720
1364,  car,0.544,1065.500,376.000,1023,360,85,32,1280,720
1365,  truck,0.675,872.000,372.500,816,336,112,73,1280,720
1365,  car,0.542,1068.000,373.500,1026,358,84,31,1280,720
1366,  car,0.643,1068.000,374.000,1024,358,88,32,1280,720
1366,  truck,0.585,875.000,372.500,817,336,116,73,1280,720
1367,  truck,0.653,882.500,370.500,826,333,113,75,1280,720
1367,  car,0.605,1070.500,372.000,1024,356,93,32,1280,720
1368,  truck,0.653,882.500,370.500,826,333,113,75,1280,720
1368,  car,0.605,1070.500,372.000,1024,356,93,32,1280,720
1369,  truck,0.714,888.000,370.000,831,332,114,76,1280,720
1369,  car,0.655,1076.500,371.000,1030,354,93,34,1280,720
1369,  car,0.511,1208.500,378.000,1148,356,121,44,1280,720
1370,  truck,0.648,890.500,368.000,830,328,121,80,1280,720
1370,  car,0.581,1212.000,379.500,1147,356,130,47,1280,720
1370,  car,0.556,1079.000,369.500,1035,353,88,33,1280,720
1371,  truck,0.616,900.000,372.000,842,331,116,82,1280,720
1371,  car,0.506,1221.000,381.000,1166,358,110,46,1280,720
1372,  truck,0.685,906.500,373.500,846,330,121,87,1280,720
1372,  car,0.652,1093.500,371.000,1061,355,65,32,1280,720
1372,  car,0.572,1230.000,380.500,1182,358,96,45,1280,720
1373,  truck,0.634,911.500,370.500,845,330,133,81,1280,720
1373,  car,0.622,1234.500,379.000,1191,357,87,44,1280,720
1373,  car,0.557,999.500,371.000,982,362,35,18,1280,720
1374,  car,0.719,1224.500,384.500,1170,357,109,55,1280,720
1374,  truck,0.626,923.000,372.500,858,331,130,83,1280,720
1374,  car,0.525,1092.500,373.500,1047,357,91,33,1280,720
1374,  car,0.524,1003.500,372.000,984,363,39,18,1280,720
1375,  truck,0.686,925.000,374.000,861,331,128,86,1280,720
1375,  car,0.569,1227.500,385.500,1176,357,103,57,1280,720
1375,  car,0.539,1098.000,375.500,1057,362,82,27,1280,720
1376,  car,0.755,1232.000,397.500,1184,357,96,81,1280,720
1376,  truck,0.620,932.000,373.500,865,330,134,87,1280,720
1376,  car,0.514,1101.000,375.000,1059,360,84,30,1280,720
1377,  truck,0.648,938.500,373.500,872,329,133,89,1280,720
1377,  car,0.534,1102.500,374.000,1060,358,85,32,1280,720
1378,  car,0.633,1239.500,392.000,1199,350,81,84,1280,720
1378,  car,0.624,1108.000,373.000,1064,357,88,32,1280,720
1378,  car,0.591,943.500,371.500,877,327,133,89,1280,720
1379,  truck,0.693,954.000,372.500,887,327,134,91,1280,720
1380,  truck,0.507,959.500,370.500,893,325,133,91,1280,720
1381,  car,0.581,1250.000,396.000,1221,353,58,86,1280,720
1382,  truck,0.589,976.500,370.500,907,325,139,91,1280,720
1383,  truck,0.669,979.500,372.000,907,325,145,94,1280,720
1383,  car,0.590,1126.500,379.500,1089,368,75,23,1280,720
1384,  truck,0.676,987.000,371.500,914,324,146,95,1280,720
1384,  car,0.531,1124.500,374.000,1078,356,93,36,1280,720
1385,  car,0.756,1130.000,374.500,1084,356,92,37,1280,720
1385,  truck,0.604,997.500,372.000,925,323,145,98,1280,720
1386,  car,0.711,1135.000,376.000,1087,358,96,36,1280,720
1386,  truck,0.584,1006.000,372.000,931,323,150,98,1280,720
1387,  truck,0.610,1016.500,374.000,941,323,151,102,1280,720
1390,  car,0.616,1146.500,377.000,1120,360,53,34,1280,720
1392,  car,0.597,1166.000,379.500,1141,365,50,29,1280,720
1393,  car,0.738,1176.500,376.500,1152,359,49,35,1280,720
1394,  car,0.693,1189.000,376.500,1166,359,46,35,1280,720
1395,  car,0.648,1199.000,376.000,1176,358,46,36,1280,720
1407,  pedestrian,0.606,914.000,403.000,875,363,78,80,1280,720
1412,  pedestrian,0.649,945.000,401.000,906,355,78,92,1280,720
1416,  car,0.509,1246.000,357.500,1214,340,64,35,1280,720
1424,  car,0.698,1087.500,372.500,1062,361,51,23,1280,720
1425,  car,0.532,1093.500,371.500,1069,360,49,23,1280,720
1427,  car,0.615,1161.500,361.500,1135,351,53,21,1280,720
1428,  car,0.564,1165.000,363.500,1141,355,48,17,1280,720
1429,  car,0.600,1168.500,360.500,1144,350,49,21,1280,720
1430,  car,0.746,1170.500,360.500,1143,350,55,21,1280,720
1431,  car,0.627,1174.500,360.000,1147,349,55,22,1280,720
1432,  car,0.623,1175.500,360.000,1147,349,57,22,1280,720
1433,  car,0.591,1183.000,360.500,1157,350,52,21,1280,720
1434,  car,0.627,1188.500,361.000,1163,351,51,20,1280,720
1435,  car,0.621,1189.500,361.000,1163,350,53,22,1280,720
1436,  car,0.665,1193.500,361.000,1166,350,55,22,1280,720
1437,  car,0.619,1197.000,361.000,1171,351,52,20,1280,720
1438,  car,0.623,1198.000,361.000,1168,350,60,22,1280,720
1439,  car,0.638,1203.500,360.000,1176,349,55,22,1280,720
1443,  pedestrian,0.565,1037.500,386.500,1008,349,59,75,1280,720
1499,  car,0.506,1260.000,371.500,1241,332,38,79,1280,720
