frame,class,confidence,center_x,center_y,left,top,width,height,frame_width,frame_height
2492,  truck,0.620,327.000,366.000,256,323,142,86,1280,720
2493,  pedestrian,0.697,779.500,370.000,761,338,37,64,1280,720
2493,  truck,0.599,378.500,335.000,301,295,155,80,1280,720
2493,  car,0.572,341.500,364.500,270,320,143,89,1280,720
2494,  pedestrian,0.665,799.000,370.500,782,340,34,61,1280,720
2494,  truck,0.617,358.000,365.500,289,322,138,87,1280,720
2495,  pedestrian,0.685,819.000,370.000,799,338,40,64,1280,720
2495,  truck,0.634,392.500,334.500,306,293,173,83,1280,720
2495,  truck,0.563,374.500,367.000,307,324,135,86,1280,720
2496,  truck,0.723,403.000,336.000,318,294,170,84,1280,720
2496,  pedestrian,0.676,839.000,368.500,815,337,48,63,1280,720
2496,  truck,0.553,391.500,366.000,325,322,133,88,1280,720
2497,  pedestrian,0.682,856.500,370.500,836,341,41,59,1280,720
2497,  truck,0.665,407.500,352.000,338,294,139,116,1280,720
2498,  pedestrian,0.707,874.500,370.500,854,341,41,59,1280,720
2498,  truck,0.517,425.500,366.000,361,322,129,88,1280,720
2499,  car,0.825,444.000,368.500,381,326,126,85,1280,720
2499,  pedestrian,0.758,889.500,367.500,870,337,39,61,1280,720
2500,  pedestrian,0.725,908.000,368.000,888,338,40,60,1280,720
2500,  truck,0.617,462.500,360.000,399,310,127,100,1280,720
2501,  pedestrian,0.757,924.500,366.000,906,336,37,60,1280,720
2501,  car,0.581,482.500,367.000,420,323,125,88,1280,720
2502,  pedestrian,0.722,940.500,366.000,923,337,35,58,1280,720
2502,  car,0.676,501.500,365.500,441,320,121,91,1280,720
2503,  pedestrian,0.698,955.000,367.000,938,340,34,54,1280,720
2504,  pedestrian,0.706,971.500,365.500,952,338,39,55,1280,720
2505,  pedestrian,0.711,985.500,365.000,967,337,37,56,1280,720
2506,  pedestrian,0.698,1000.000,363.500,984,336,32,55,1280,720
2506,  truck,0.623,577.000,360.000,522,308,110,104,1280,720
2507,  pedestrian,0.691,1015.000,364.000,999,336,32,56,1280,720
2507,  truck,0.683,595.500,359.000,544,307,103,104,1280,720
2508,  truck,0.695,619.000,359.500,567,308,104,103,1280,720
2508,  pedestrian,0.630,1028.500,364.000,1010,336,37,56,1280,720
2509,  truck,0.702,643.000,359.000,593,307,100,104,1280,720
2509,  pedestrian,0.698,1040.000,363.000,1022,335,36,56,1280,720
2510,  pedestrian,0.633,1052.000,362.500,1035,334,34,57,1280,720
2510,  truck,0.611,664.500,359.500,613,307,103,105,1280,720
2511,  truck,0.714,687.500,362.500,637,313,101,99,1280,720
2511,  pedestrian,0.617,1064.500,364.000,1048,337,33,54,1280,720
2512,  pedestrian,0.601,1075.500,366.000,1059,340,33,52,1280,720
2512,  truck,0.553,710.000,363.000,658,313,104,100,1280,720
2513,  pedestrian,0.594,1086.000,372.000,1071,352,30,40,1280,720
2513,  truck,0.563,728.500,362.500,674,312,109,101,1280,720
2514,  pedestrian,0.688,1096.500,366.000,1080,340,33,52,1280,720
2514,  truck,0.597,747.500,363.000,691,313,113,100,1280,720
2515,  pedestrian,0.630,1106.500,365.000,1091,338,31,54,1280,720
2515,  truck,0.567,769.000,362.000,711,312,116,100,1280,720
2516,  pedestrian,0.557,1116.500,365.500,1100,339,33,53,1280,720
2516,  car,0.517,788.000,363.000,728,313,120,100,1280,720
2517,  pedestrian,0.640,1126.000,365.000,1109,340,34,50,1280,720
2517,  truck,0.603,809.500,361.000,745,310,129,102,1280,720
2518,  truck,0.551,826.500,360.500,764,310,125,101,1280,720
2518,  pedestrian,0.528,1134.500,362.500,1119,336,31,53,1280,720
2519,  truck,0.620,847.000,361.500,781,311,132,101,1280,720
2520,  truck,0.635,863.500,362.500,798,315,131,95,1280,720
2522,  car,0.548,906.500,364.000,832,318,149,92,1280,720
2522,  pedestrian,0.541,1260.500,357.000,1245,334,31,46,1280,720
2523,  truck,0.616,920.500,361.500,847,315,147,93,1280,720
2524,  car,0.622,935.000,363.500,862,318,146,91,1280,720
2525,  car,0.535,949.500,364.500,875,320,149,89,1280,720
2526,  car,0.579,966.000,365.500,890,322,152,87,1280,720
2527,  car,0.528,983.500,365.000,906,320,155,90,1280,720
2528,  truck,0.626,995.500,365.500,922,323,147,85,1280,720
2529,  truck,0.754,1013.000,364.500,936,321,154,87,1280,720
2530,  truck,0.791,1028.500,363.500,951,321,155,85,1280,720
2531,  truck,0.610,1039.000,364.500,963,322,152,85,1280,720
2532,  truck,0.565,1051.500,364.000,977,322,149,84,1280,720
2532,  truck,0.531,1026.000,330.500,958,288,136,85,1280,720
2533,  truck,0.763,1061.500,366.000,989,326,145,80,1280,720
2534,  truck,0.741,1074.000,366.500,1001,329,146,75,1280,720
2535,  truck,0.794,1084.500,365.000,1013,326,143,78,1280,720
2535,  pedestrian,0.576,124.500,344.000,113,326,23,36,1280,720
2536,  truck,0.726,1096.500,365.500,1027,329,139,73,1280,720
2537,  truck,0.638,1108.000,364.000,1037,327,142,74,1280,720
2538,  truck,0.808,1121.500,362.000,1049,324,145,76,1280,720
2538,  pedestrian,0.622,149.500,340.500,137,322,25,37,1280,720
2539,  truck,0.719,1130.000,362.500,1061,326,138,73,1280,720
2540,  truck,0.789,1141.000,361.500,1072,326,138,71,1280,720
2540,  pedestrian,0.595,167.000,337.500,156,320,22,35,1280,720
2540,  truck,0.534,1098.000,326.500,1035,287,126,79,1280,720
2541,  truck,0.808,1149.500,361.000,1084,326,131,70,1280,720
2541,  pedestrian,0.521,62.500,350.000,44,318,37,64,1280,720
2542,  truck,0.728,1159.000,360.500,1095,326,128,69,1280,720
2542,  pedestrian,0.606,67.000,353.500,45,322,44,63,1280,720
2542,  pedestrian,0.505,186.000,337.000,173,318,26,38,1280,720
2543,  truck,0.735,1168.000,359.000,1104,325,128,68,1280,720
2543,  pedestrian,0.510,77.500,353.000,59,320,37,66,1280,720
2544,  truck,0.759,1177.000,359.000,1114,326,126,66,1280,720
2544,  pedestrian,0.516,206.500,339.500,192,318,29,43,1280,720
2544,  pedestrian,0.516,80.500,351.500,61,318,39,67,1280,720
2545,  pedestrian,0.621,88.000,352.500,66,318,44,69,1280,720
2545,  truck,0.583,1197.500,355.000,1123,319,149,72,1280,720
2545,  pedestrian,0.531,216.500,338.000,205,319,23,38,1280,720
2546,  truck,0.730,1204.500,356.500,1134,323,141,67,1280,720
2546,  pedestrian,0.663,230.500,340.000,217,319,27,42,1280,720
2546,  pedestrian,0.603,97.500,353.000,78,318,39,70,1280,720
2547,  pedestrian,0.648,241.000,338.000,228,318,26,40,1280,720
2547,  truck,0.642,1209.500,356.000,1142,323,135,66,1280,720
2547,  pedestrian,0.612,103.500,354.000,83,319,41,70,1280,720
2547,  truck,0.515,1154.000,326.000,1099,289,110,74,1280,720
2548,  truck,0.760,1214.000,356.500,1151,324,126,65,1280,720
2548,  pedestrian,0.624,252.500,339.000,239,320,27,38,1280,720
2548,  truck,0.546,1161.000,327.500,1108,289,106,77,1280,720
2549,  pedestrian,0.663,122.500,354.000,102,318,41,72,1280,720
2549,  pedestrian,0.610,266.000,342.000,252,319,28,46,1280,720
2549,  car,0.520,1219.000,354.500,1159,321,120,67,1280,720
2550,  pedestrian,0.712,279.500,342.500,263,317,33,51,1280,720
2550,  truck,0.608,1223.500,356.500,1168,325,111,63,1280,720
2550,  pedestrian,0.545,134.500,355.000,119,321,31,68,1280,720
2551,  pedestrian,0.729,140.500,356.000,120,319,41,74,1280,720
2551,  truck,0.592,1227.500,356.500,1176,325,103,63,1280,720
2552,  truck,0.641,1231.500,357.000,1184,326,95,62,1280,720
2553,  car,0.775,1235.000,359.500,1191,331,88,57,1280,720
2553,  pedestrian,0.544,314.500,342.000,293,318,43,48,1280,720
2554,  car,0.831,1238.500,361.000,1198,332,81,58,1280,720
2554,  pedestrian,0.653,171.000,361.500,150,323,42,77,1280,720
2555,  car,0.795,1241.000,361.500,1203,333,76,57,1280,720
2555,  pedestrian,0.683,339.500,368.000,304,318,71,100,1280,720
2556,  car,0.788,1245.500,362.000,1212,334,67,56,1280,720
2556,  pedestrian,0.763,359.500,367.500,322,317,75,101,1280,720
2557,  car,0.742,1248.000,361.500,1217,333,62,57,1280,720
2558,  pedestrian,0.725,402.000,368.000,363,317,78,102,1280,720
2558,  car,0.714,1251.500,359.500,1224,332,55,55,1280,720
2558,  pedestrian,0.621,215.500,361.500,191,322,49,79,1280,720
2559,  car,0.719,1255.000,359.500,1230,332,50,55,1280,720
2559,  pedestrian,0.652,429.000,371.500,389,323,80,97,1280,720
2559,  pedestrian,0.647,226.000,363.000,203,322,46,82,1280,720
2560,  car,0.739,1258.000,358.000,1237,331,42,54,1280,720
2560,  pedestrian,0.655,241.000,362.000,216,320,50,84,1280,720
2560,  pedestrian,0.598,452.500,370.000,417,319,71,102,1280,720
2561,  pedestrian,0.765,250.500,364.000,223,321,55,86,1280,720
2561,  car,0.719,1261.500,356.500,1244,331,35,51,1280,720
2561,  pedestrian,0.628,474.000,370.500,436,318,76,105,1280,720
2562,  car,0.652,1264.500,355.500,1250,331,29,49,1280,720
2562,  pedestrian,0.644,264.000,361.000,236,318,56,86,1280,720
2563,  car,0.539,1266.500,357.000,1254,337,25,40,1280,720
2564,  pedestrian,0.633,295.500,361.500,268,317,55,89,1280,720
2564,  pedestrian,0.600,519.500,351.500,505,314,29,75,1280,720
2565,  pedestrian,0.732,311.000,361.000,280,316,62,90,1280,720
2565,  pedestrian,0.679,538.000,339.500,523,316,30,47,1280,720
2566,  pedestrian,0.695,560.000,341.500,545,316,30,51,1280,720
2566,  pedestrian,0.596,328.000,362.000,300,317,56,90,1280,720
2567,  pedestrian,0.607,345.500,362.500,315,317,61,91,1280,720
2567,  pedestrian,0.585,583.000,345.500,567,313,32,65,1280,720
2568,  pedestrian,0.571,603.500,353.500,587,317,33,73,1280,720
2568,  pedestrian,0.546,381.000,364.000,335,317,92,94,1280,720
2569,  pedestrian,0.736,399.000,362.500,348,315,102,95,1280,720
2570,  pedestrian,0.713,647.500,351.500,629,313,37,77,1280,720
2570,  pedestrian,0.706,416.000,363.000,368,316,96,94,1280,720
2571,  pedestrian,0.818,430.500,362.000,385,314,91,96,1280,720
2571,  pedestrian,0.746,665.000,352.000,646,314,38,76,1280,720
2572,  pedestrian,0.749,451.500,362.500,411,314,81,97,1280,720
2572,  pedestrian,0.512,684.500,352.000,664,313,41,78,1280,720
2573,  pedestrian,0.741,467.500,362.500,434,314,67,97,1280,720
2573,  pedestrian,0.738,708.000,352.000,686,314,44,76,1280,720
2574,  pedestrian,0.756,486.500,360.000,457,309,59,102,1280,720
2574,  pedestrian,0.668,731.500,351.500,707,313,49,77,1280,720
2575,  pedestrian,0.718,507.500,360.500,479,311,57,99,1280,720
2576,  pedestrian,0.624,524.500,360.500,498,310,53,101,1280,720
2579,  pedestrian,0.513,591.000,358.000,555,304,72,108,1280,720
2580,  pedestrian,0.623,613.000,358.500,579,304,68,109,1280,720
2581,  pedestrian,0.538,644.500,359.000,603,305,83,108,1280,720
2582,  pedestrian,0.733,666.000,359.000,624,305,84,108,1280,720
2583,  pedestrian,0.817,686.500,351.500,645,291,83,121,1280,720
2584,  pedestrian,0.724,710.500,352.500,668,296,85,113,1280,720
2585,  pedestrian,0.787,730.500,356.000,687,304,87,104,1280,720
2586,  pedestrian,0.569,972.000,351.000,952,316,40,70,1280,720
2587,  pedestrian,0.649,766.500,355.000,735,303,63,104,1280,720
2587,  pedestrian,0.649,990.500,353.000,968,320,45,66,1280,720
2588,  pedestrian,0.691,795.000,355.500,759,303,72,105,1280,720
2590,  pedestrian,0.679,831.500,355.500,798,304,67,103,1280,720
2590,  pedestrian,0.512,1037.500,353.000,1018,321,39,64,1280,720
2592,  pedestrian,0.742,1066.000,354.500,1047,326,38,57,1280,720
2592,  pedestrian,0.681,881.000,356.500,848,304,66,105,1280,720
2593,  pedestrian,0.657,900.000,356.500,868,305,64,103,1280,720
2593,  pedestrian,0.541,1081.500,356.000,1063,329,37,54,1280,720
2594,  pedestrian,0.755,925.500,352.000,886,299,79,106,1280,720
2595,  pedestrian,0.706,943.500,357.000,907,308,73,98,1280,720
2596,  pedestrian,0.801,955.000,356.500,921,309,68,95,1280,720
2597,  pedestrian,0.566,968.500,352.500,934,303,69,99,1280,720
2598,  pedestrian,0.714,984.500,347.000,949,292,71,110,1280,720
2599,  pedestrian,0.828,998.500,354.000,965,307,67,94,1280,720
2600,  pedestrian,0.727,1014.000,352.000,982,305,64,94,1280,720
2601,  pedestrian,0.802,1030.500,356.000,1000,310,61,92,1280,720
2602,  pedestrian,0.525,1045.500,355.000,1018,312,55,86,1280,720
2603,  pedestrian,0.748,1063.000,356.500,1035,313,56,87,1280,720
2604,  pedestrian,0.706,1076.000,356.500,1050,315,52,83,1280,720
2605,  pedestrian,0.683,1087.500,355.000,1060,312,55,86,1280,720
2606,  pedestrian,0.733,1103.500,355.500,1077,313,53,85,1280,720
2607,  pedestrian,0.532,1114.000,354.500,1090,310,48,89,1280,720
2608,  pedestrian,0.673,1126.000,360.000,1103,320,46,80,1280,720
2609,  pedestrian,0.729,1142.000,360.000,1119,320,46,80,1280,720
2610,  pedestrian,0.553,1151.500,359.000,1128,319,47,80,1280,720
2611,  pedestrian,0.713,1163.500,359.500,1140,320,47,79,1280,720
2612,  pedestrian,0.711,1172.000,360.500,1149,323,46,75,1280,720
2613,  pedestrian,0.618,1182.000,358.500,1156,319,52,79,1280,720
2614,  pedestrian,0.658,1190.500,361.000,1165,324,51,74,1280,720
2615,  pedestrian,0.731,1198.000,355.500,1175,315,46,81,1280,720
2616,  pedestrian,0.557,1209.000,356.000,1186,317,46,78,1280,720
2617,  pedestrian,0.660,1215.000,356.000,1192,317,46,78,1280,720
2620,  bicycle,0.539,36.500,463.000,0,397,73,132,1280,720
2621,  bicycle,0.533,39.500,458.000,0,383,79,150,1280,720
2622,  bicycle,0.658,55.500,456.000,0,375,111,162,1280,720
2623,  bicycle,0.536,65.000,459.000,1,376,128,166,1280,720
2624,  bicycle,0.793,61.500,467.000,1,389,121,156,1280,720
2625,  bicycle,0.813,71.000,467.000,1,385,140,164,1280,720
2626,  bicycle,0.630,80.000,469.500,4,382,152,175,1280,720
2627,  bicycle,0.685,90.000,465.500,7,370,166,191,1280,720
2629,  bicycle,0.527,113.500,440.500,13,310,201,261,1280,720
2630,  bicycle,0.644,124.500,443.000,12,309,225,268,1280,720
2631,  bicycle,0.590,137.000,455.000,16,325,242,260,1280,720
2634,  bicycle,0.536,185.500,459.500,20,317,331,285,1280,720
2639,  bicycle,0.623,370.500,455.000,231,289,279,332,1280,720
2644,  bicycle,0.562,548.500,455.500,371,288,355,335,1280,720
2645,  bicycle,0.837,587.000,457.000,405,290,364,334,1280,720
2646,  bicycle,0.780,604.500,456.000,437,286,335,340,1280,720
2647,  bicycle,0.841,651.500,458.000,472,288,359,340,1280,720
2648,  bicycle,0.867,680.500,457.000,508,288,345,338,1280,720
2649,  bicycle,0.849,712.000,455.500,542,287,340,337,1280,720
2650,  bicycle,0.597,752.000,452.500,583,282,338,341,1280,720
2651,  bicycle,0.801,779.500,454.000,612,287,335,334,1280,720
2652,  bicycle,0.763,812.500,454.000,654,285,317,338,1280,720
2653,  bicycle,0.764,845.000,455.000,691,287,308,336,1280,720
2654,  bicycle,0.861,878.500,452.500,729,286,299,333,1280,720
2655,  bicycle,0.638,907.500,449.500,764,284,287,331,1280,720
2656,  bicycle,0.654,933.500,451.500,794,291,279,321,1280,720
2657,  car,0.549,10.000,333.500,0,319,20,29,1280,720
2658,  car,0.554,10.500,334.500,0,320,21,29,1280,720
2659,  bicycle,0.533,1009.000,492.500,890,384,238,217,1280,720
2660,  bicycle,0.750,1031.000,503.500,918,413,226,181,1280,720
2661,  bicycle,0.541,1053.500,441.500,947,292,213,299,1280,720
2662,  bicycle,0.585,1075.500,488.000,974,389,203,198,1280,720
2663,  bicycle,0.628,1094.000,486.000,999,392,190,188,1280,720
2664,  bicycle,0.758,1109.000,479.000,1016,385,186,188,1280,720
2665,  bicycle,0.754,1130.000,474.500,1045,379,170,191,1280,720
2666,  bicycle,0.671,1148.000,464.500,1066,360,164,209,1280,720
2667,  bicycle,0.822,1163.500,467.000,1085,370,157,194,1280,720
2668,  bicycle,0.783,1179.000,461.500,1105,367,148,189,1280,720
2669,  bicycle,0.772,1191.000,467.000,1122,380,138,174,1280,720
2670,  bicycle,0.687,1208.000,459.000,1142,362,132,194,1280,720
2670,  truck,0.542,476.000,320.000,424,300,104,40,1280,720
2671,  bicycle,0.728,1217.000,452.500,1156,360,122,185,1280,720
2672,  bicycle,0.833,1226.000,452.500,1173,364,106,177,1280,720
2673,  bicycle,0.759,1232.000,456.000,1185,375,94,162,1280,720
2674,  bicycle,0.747,1238.000,453.500,1197,371,82,165,1280,720
2675,  bicycle,0.751,1243.500,459.500,1208,387,71,145,1280,720
2676,  bicycle,0.513,1250.000,460.000,1221,391,58,138,1280,720
2685,  car,0.548,52.500,340.500,14,328,77,25,1280,720
2685,  car,0.501,22.500,337.500,0,324,45,27,1280,720
2687,  car,0.510,51.500,339.000,4,324,95,30,1280,720
2688,  car,0.634,55.000,339.500,10,325,90,29,1280,720
2689,  car,0.669,65.000,340.500,24,327,82,27,1280,720
2690,  car,0.589,59.500,339.000,11,324,97,30,1280,720
2691,  car,0.559,76.000,343.500,38,331,76,25,1280,720
2698,  bicycle,0.582,133.000,378.500,94,332,78,93,1280,720
2699,  car,0.510,14.500,341.500,0,321,29,41,1280,720
2700,  bicycle,0.563,160.000,383.000,116,338,88,90,1280,720
2701,  bicycle,0.563,175.500,375.500,131,321,89,109,1280,720
2701,  bicycle,0.547,54.500,442.500,0,377,109,131,1280,720
2702,  bicycle,0.690,187.000,379.000,145,326,84,106,1280,720
2704,  bicycle,0.656,223.000,390.000,180,344,86,92,1280,720
2705,  bicycle,0.644,75.000,449.000,0,377,150,144,1280,720
2705,  bicycle,0.560,239.000,397.000,197,354,84,86,1280,720
2705,  car,0.551,124.000,338.500,80,326,88,25,1280,720
2705,  pedestrian,0.522,705.000,326.500,694,312,22,29,1280,720
2706,  car,0.681,128.500,339.000,84,326,89,26,1280,720
2706,  bicycle,0.639,82.000,450.500,1,376,162,149,1280,720
2706,  bicycle,0.614,256.000,398.000,212,354,88,88,1280,720
2707,  bicycle,0.705,280.500,383.000,235,322,91,122,1280,720
2707,  bicycle,0.653,56.000,452.500,0,378,112,149,1280,720
2707,  car,0.651,130.000,340.000,85,328,90,24,1280,720
2707,  car,0.525,198.500,319.000,184,315,29,8,1280,720
2708,  car,0.695,143.000,340.000,105,327,76,26,1280,720
2708,  bicycle,0.655,297.000,387.500,251,330,92,115,1280,720
2708,  bicycle,0.597,61.500,455.500,0,379,123,153,1280,720
2709,  bicycle,0.726,102.500,460.000,8,385,189,150,1280,720
2709,  car,0.724,151.000,341.000,117,328,68,26,1280,720
2709,  car,0.562,201.000,320.000,188,316,26,8,1280,720
2709,  bicycle,0.561,326.000,395.000,270,342,112,106,1280,720
2710,  bicycle,0.741,342.500,386.500,294,323,97,127,1280,720
2710,  bicycle,0.716,80.500,458.000,9,376,143,164,1280,720
2710,  car,0.554,202.500,320.000,190,316,25,8,1280,720
2711,  bicycle,0.791,364.500,388.000,313,325,103,126,1280,720
2711,  bicycle,0.721,79.000,456.000,8,369,142,174,1280,720
2712,  bicycle,0.729,389.500,395.000,340,337,99,116,1280,720
2712,  bicycle,0.706,92.500,464.500,18,380,149,169,1280,720
2713,  bicycle,0.801,414.500,390.000,361,326,107,128,1280,720
2713,  car,0.544,38.500,345.500,0,325,77,41,1280,720
2713,  bicycle,0.527,105.500,463.500,28,376,155,175,1280,720
2713,  car,0.511,161.500,338.500,130,324,63,29,1280,720
2714,  bicycle,0.697,114.000,465.500,35,378,158,175,1280,720
2714,  car,0.609,169.000,336.500,133,322,72,29,1280,720
2714,  bicycle,0.578,454.500,382.500,386,311,137,143,1280,720
2714,  car,0.525,42.500,344.000,0,323,85,42,1280,720
2715,  bicycle,0.718,131.000,470.000,52,382,158,176,1280,720
2715,  bicycle,0.706,483.500,389.500,410,320,147,139,1280,720
2715,  car,0.652,177.500,337.000,141,323,73,28,1280,720
2715,  car,0.604,47.500,344.500,0,323,95,43,1280,720
2716,  bicycle,0.729,137.500,470.000,50,375,175,190,1280,720
2716,  bicycle,0.726,510.000,385.000,431,310,158,150,1280,720
2717,  bicycle,0.749,150.500,451.500,56,335,189,233,1280,720
2717,  car,0.635,42.000,347.500,0,328,84,39,1280,720
2717,  bicycle,0.597,521.500,393.000,463,333,117,120,1280,720
2717,  car,0.520,79.500,343.000,54,324,51,38,1280,720
2718,  bicycle,0.752,136.500,465.500,13,360,247,211,1280,720
2718,  bicycle,0.650,548.500,393.000,488,338,121,110,1280,720
2718,  car,0.602,44.500,347.500,0,328,89,39,1280,720
2719,  bicycle,0.750,194.000,482.000,106,390,176,184,1280,720
2719,  bicycle,0.673,597.000,385.000,521,312,152,146,1280,720
2719,  car,0.525,59.500,346.000,1,325,117,42,1280,720
2720,  bicycle,0.777,213.000,488.000,121,397,184,182,1280,720
2720,  car,0.728,62.000,345.500,1,322,122,47,1280,720
2720,  bicycle,0.716,620.500,393.000,549,333,143,120,1280,720
2721,  car,0.786,67.000,346.000,7,323,120,46,1280,720
2721,  bicycle,0.777,231.500,487.000,136,389,191,196,1280,720
2721,  bicycle,0.767,663.000,393.000,583,329,160,128,1280,720
2722,  bicycle,0.805,250.500,491.500,150,398,201,187,1280,720
2722,  bicycle,0.694,693.500,389.000,616,323,155,132,1280,720
2722,  car,0.673,74.500,346.000,17,322,115,48,1280,720
2723,  bicycle,0.794,268.500,493.000,162,397,213,192,1280,720
2723,  bicycle,0.757,725.000,392.000,645,324,160,136,1280,720
2723,  car,0.672,69.500,345.500,2,321,135,49,1280,720
2724,  bicycle,0.924,289.500,483.000,178,375,223,216,1280,720
2724,  car,0.555,75.000,346.500,7,323,136,47,1280,720
2724,  truck,0.547,161.500,328.500,103,301,117,55,1280,720
2725,  bicycle,0.876,333.500,501.000,194,404,279,194,1280,720
2725,  bicycle,0.667,786.500,398.500,696,339,181,119,1280,720
2725,  car,0.544,87.500,345.000,27,322,121,46,1280,720
2725,  car,0.519,700.000,310.000,627,292,146,36,1280,720
2725,  car,0.513,14.000,350.500,0,330,28,41,1280,720
2726,  bicycle,0.959,337.500,475.500,205,350,265,251,1280,720
2726,  car,0.644,15.500,352.000,0,332,31,40,1280,720
2727,  bicycle,0.952,363.500,466.500,231,330,265,273,1280,720
2727,  car,0.712,17.000,353.000,0,332,34,42,1280,720
2727,  car,0.609,240.000,341.000,205,325,70,32,1280,720
2727,  car,0.573,102.500,346.500,47,322,111,49,1280,720
2727,  car,0.547,41.000,342.000,26,331,30,22,1280,720
2728,  bicycle,0.970,383.500,463.000,246,320,275,286,1280,720
2728,  car,0.738,19.000,353.000,0,331,38,44,1280,720
2728,  car,0.505,245.500,341.000,209,325,73,32,1280,720
2729,  bicycle,0.953,423.500,461.500,269,316,309,291,1280,720
2729,  car,0.749,21.000,352.500,0,331,42,43,1280,720
2729,  pedestrian,0.504,145.500,405.000,111,320,69,170,1280,720
2730,  bicycle,0.937,438.000,461.000,285,312,306,298,1280,720
2730,  car,0.758,23.000,353.500,0,331,46,45,1280,720
2730,  car,0.683,251.000,340.000,208,324,86,32,1280,720
2730,  car,0.582,59.000,340.000,39,329,40,22,1280,720
2731,  bicycle,0.922,459.500,460.500,305,309,309,303,1280,720
2731,  car,0.760,25.000,352.500,0,330,50,45,1280,720
2731,  car,0.532,63.500,340.500,47,329,33,23,1280,720
2732,  bicycle,0.907,482.500,459.000,332,304,301,310,1280,720
2732,  car,0.779,26.500,350.000,0,327,53,46,1280,720
2732,  car,0.604,65.000,339.500,49,328,32,23,1280,720
2732,  bicycle,0.533,927.000,404.000,875,361,104,86,1280,720
2733,  bicycle,0.956,506.500,462.000,355,307,303,310,1280,720
2733,  car,0.759,29.000,351.500,0,329,58,45,1280,720
2733,  bicycle,0.584,947.000,401.000,896,355,102,92,1280,720
2734,  bicycle,0.885,540.000,515.500,366,411,348,209,1280,720
2734,  car,0.713,33.000,350.500,4,329,58,43,1280,720
2734,  car,0.563,105.000,349.000,77,328,56,42,1280,720
2734,  pedestrian,0.527,1072.000,386.500,1039,322,66,129,1280,720
2734,  car,0.524,235.500,338.500,206,323,59,31,1280,720
2735,  bicycle,0.822,567.000,462.500,394,305,346,315,1280,720
2735,  car,0.725,105.000,347.500,80,327,50,41,1280,720
2735,  car,0.632,36.000,349.000,7,328,58,42,1280,720
2735,  car,0.570,278.500,339.000,239,322,79,34,1280,720
2735,  bicycle,0.531,989.000,383.000,942,321,94,124,1280,720
2735,  car,0.525,71.000,339.500,54,329,34,21,1280,720
2736,  bicycle,0.972,600.000,516.500,426,409,348,215,1280,720
2736,  car,0.703,34.500,351.000,0,328,69,46,1280,720
2736,  car,0.692,287.000,339.500,242,323,90,33,1280,720
2736,  car,0.612,148.000,346.500,86,324,124,45,1280,720
2737,  bicycle,0.918,627.000,499.500,455,375,344,249,1280,720
2737,  car,0.656,298.500,340.000,261,323,75,34,1280,720
2737,  car,0.617,116.000,348.500,91,327,50,43,1280,720
2737,  bicycle,0.556,472.500,447.500,383,372,179,151,1280,720
2738,  bicycle,0.927,648.500,514.500,474,405,349,219,1280,720
2738,  car,0.714,297.000,341.000,254,324,86,34,1280,720
2738,  bicycle,0.560,524.500,422.500,432,318,185,209,1280,720
2738,  car,0.525,121.000,349.000,94,328,54,42,1280,720
2739,  bicycle,0.853,670.000,465.500,494,307,352,317,1280,720
2739,  car,0.761,309.000,341.500,269,324,80,35,1280,720
2739,  car,0.647,129.500,351.000,99,330,61,42,1280,720
2739,  pedestrian,0.617,1068.000,344.000,1047,312,42,64,1280,720
2740,  bicycle,0.858,696.000,463.500,536,306,320,315,1280,720
2740,  car,0.674,137.000,351.000,106,330,62,42,1280,720
2740,  car,0.584,299.000,342.000,244,324,110,36,1280,720
2741,  bicycle,0.840,721.500,462.000,564,304,315,316,1280,720
2741,  car,0.756,138.500,352.000,109,331,59,42,1280,720
2741,  truck,0.687,46.500,350.500,0,319,93,63,1280,720
2741,  car,0.556,295.000,342.000,231,324,128,36,1280,720
2742,  bicycle,0.762,748.500,454.000,591,291,315,326,1280,720
2742,  car,0.740,143.000,352.000,112,331,62,42,1280,720
2742,  car,0.681,304.500,342.500,242,324,125,37,1280,720
2742,  truck,0.647,49.000,352.500,0,321,98,63,1280,720
2742,  pedestrian,0.555,931.000,331.500,921,319,20,25,1280,720
2743,  bicycle,0.736,777.000,486.500,620,352,314,269,1280,720
2743,  truck,0.570,51.000,351.000,0,321,102,60,1280,720
2743,  car,0.550,149.500,351.500,119,330,61,43,1280,720
2743,  bicycle,0.506,46.000,384.000,27,373,38,22,1280,720
2744,  car,0.670,153.500,351.000,124,328,59,46,1280,720
2744,  truck,0.641,55.000,353.500,0,322,110,63,1280,720
2744,  bicycle,0.588,799.000,456.500,644,292,310,329,1280,720
2744,  pedestrian,0.575,940.000,331.500,930,318,20,27,1280,720
2744,  car,0.567,315.000,341.500,252,323,126,37,1280,720
2745,  bicycle,0.774,824.000,456.500,673,296,302,321,1280,720
2745,  car,0.742,158.500,351.500,127,329,63,45,1280,720
2745,  truck,0.649,57.500,352.500,0,321,115,63,1280,720
2745,  car,0.545,329.500,342.000,272,323,115,38,1280,720
2746,  bicycle,0.838,853.500,458.500,701,299,305,319,1280,720
2746,  car,0.722,167.000,352.500,136,331,62,43,1280,720
2746,  truck,0.581,60.000,353.000,0,322,120,62,1280,720
2746,  car,0.577,206.000,338.500,188,322,36,33,1280,720
2746,  car,0.529,333.000,343.000,271,324,124,38,1280,720
