frame-number,detected-left,detected-right,left-status,right-status
1144,0,0,safe,safe
1145,0,0,safe,safe
1146,0,0,safe,safe
1147,0,0,safe,safe
1148,0,0,safe,safe
1149,0,1,safe,safe
1150,0,1,safe,safe
1151,0,0,safe,safe
1152,0,0,safe,safe
1153,0,1,safe,safe
1154,0,0,safe,safe
1155,0,1,safe,safe
1156,0,0,safe,safe
1157,0,1,safe,safe
1158,0,0,safe,safe
1159,0,1,safe,safe
1160,0,0,safe,safe
1161,0,0,safe,safe
1162,0,1,safe,safe
1163,0,0,safe,safe
1164,0,0,safe,safe
1165,0,1,safe,safe
1166,0,0,safe,safe
1167,0,0,safe,safe
1168,0,0,safe,safe
1169,0,0,safe,safe
1170,0,0,safe,safe
1171,0,0,safe,safe
1172,0,0,safe,safe
1173,0,0,safe,safe
1174,0,0,safe,safe
1175,0,0,safe,safe
1176,0,0,safe,safe
1177,0,0,safe,safe
1178,0,0,safe,safe
1179,0,0,safe,safe
1180,0,0,safe,safe
1181,0,1,safe,safe
1182,0,0,safe,safe
1183,0,0,safe,safe
1184,0,0,safe,safe
1185,0,0,safe,safe
1186,0,0,safe,safe
1187,0,0,safe,safe
1188,0,0,safe,safe
1189,0,1,safe,safe
1190,0,0,safe,safe
1191,0,0,safe,safe
1192,0,0,safe,safe
1193,0,0,safe,safe
1194,0,0,safe,safe
1195,0,1,safe,safe
1196,0,0,safe,safe
1197,0,0,safe,safe
1198,0,1,safe,safe
1199,0,0,safe,safe
1200,0,0,safe,safe
1201,0,0,safe,safe
1202,0,0,safe,safe
1203,0,0,safe,safe
1204,0,0,safe,safe
1205,0,0,safe,safe
1206,0,0,safe,safe
1207,0,0,safe,safe
1208,0,0,safe,safe
1209,0,0,safe,safe
1210,0,0,safe,safe
1211,0,0,safe,safe
1212,0,0,safe,safe
1213,0,0,safe,safe
1214,0,0,safe,safe
1215,0,0,safe,safe
1216,0,0,safe,safe
1217,0,0,safe,safe
1218,0,0,safe,safe
1219,0,0,safe,safe
1220,0,0,safe,safe
1221,0,0,safe,safe
1222,0,0,safe,safe
1223,0,0,safe,safe
1224,0,0,safe,safe
1225,0,0,safe,safe
1226,0,0,safe,safe
1227,0,0,safe,safe
1228,0,0,safe,safe
1229,0,0,safe,safe
1230,0,0,safe,safe
1231,0,0,safe,safe
1232,0,0,safe,safe
1233,0,0,safe,safe
1234,0,0,safe,safe
1235,0,0,safe,safe
1236,0,0,safe,safe
1237,0,0,safe,safe
1238,0,0,safe,safe
1239,0,0,safe,safe
1240,0,0,safe,safe
1241,0,0,safe,safe
1242,0,0,safe,safe
1243,0,0,safe,safe
1244,0,0,safe,safe
1245,0,0,safe,safe
1246,0,0,safe,safe
1247,0,0,safe,safe
1248,0,0,safe,safe
1249,0,0,safe,safe
1250,0,0,safe,safe
1251,0,0,safe,safe
1252,0,0,safe,safe
1253,0,0,safe,safe
1254,0,0,safe,safe
1255,0,0,safe,safe
1256,0,0,safe,safe
1257,0,0,safe,safe
1258,0,0,safe,safe
1259,0,0,safe,safe
1260,0,0,safe,safe
1261,0,0,safe,safe
1262,0,0,safe,safe
1263,0,0,safe,safe
1264,0,0,safe,safe
1265,0,0,safe,safe
1266,0,0,safe,safe
1267,0,0,safe,safe
1268,0,0,safe,safe
1269,0,0,safe,safe
1270,0,0,safe,safe
1271,0,0,safe,safe
1272,0,0,safe,safe
1273,0,0,safe,safe
1274,0,1,safe,safe
1275,0,0,safe,safe
1276,0,0,safe,safe
1277,0,0,safe,safe
1278,0,1,safe,safe
1279,0,0,safe,safe
1280,0,1,safe,safe
1281,0,1,safe,safe
1282,0,1,safe,safe
1283,0,1,safe,safe
1284,0,1,safe,safe
1285,0,1,safe,safe
1286,0,1,safe,safe
1287,0,0,safe,safe
1288,0,1,safe,warning
1289,1,1,safe,safe
1290,0,1,safe,safe
1291,1,0,safe,safe
1292,1,1,safe,safe
1293,0,1,safe,safe
1294,0,0,safe,safe
1295,0,0,safe,safe
1296,1,1,safe,safe
1297,1,1,safe,safe
1298,1,1,safe,safe
1299,1,1,safe,safe
1300,1,1,safe,safe
1301,1,1,safe,safe
1302,1,1,safe,safe
1303,1,1,safe,safe
1304,1,1,safe,safe
1305,1,1,safe,safe
1306,1,1,safe,safe
1307,1,1,safe,warning
1308,1,1,safe,safe
1309,1,1,safe,safe
1310,1,1,safe,warning
1311,1,1,safe,warning
1312,1,1,safe,warning
1313,1,1,safe,warning
1314,1,1,safe,warning
1315,1,0,safe,safe
1316,1,1,safe,warning
1317,1,0,safe,safe
1318,1,0,safe,safe
1319,1,0,safe,safe
1320,1,0,safe,safe
1321,1,1,safe,safe
1322,1,1,safe,warning
1323,1,0,safe,safe
1324,1,1,safe,warning
1325,1,0,safe,safe
1326,1,0,safe,safe
1327,1,1,safe,warning
1328,1,1,safe,safe
1329,1,1,safe,safe
1330,1,0,safe,safe
1331,1,0,safe,safe
1332,1,1,safe,warning
1333,1,1,safe,safe
1334,1,1,safe,warning
1335,1,1,safe,safe
1336,1,0,safe,safe
1337,1,1,safe,warning
1338,1,1,safe,warning
1339,1,1,safe,safe
1340,1,1,safe,warning
1341,1,1,safe,warning
1342,1,1,safe,warning
1343,1,1,safe,warning
1344,1,1,safe,warning
1345,1,1,safe,warning
1346,1,1,safe,warning
1347,1,1,safe,warning
1348,1,1,safe,warning
1349,1,1,safe,warning
1350,1,1,safe,warning
1351,1,1,safe,warning
1352,1,1,safe,warning
1353,1,1,safe,warning
1354,1,1,safe,warning
1355,1,1,safe,warning
1356,1,1,safe,warning
1357,1,1,safe,warning
1358,1,1,safe,safe
1359,1,1,safe,safe
1360,1,1,safe,safe
1361,1,1,safe,safe
1362,1,1,safe,safe
1363,1,1,safe,safe
1364,1,1,safe,safe
1365,1,1,safe,safe
1366,1,1,safe,safe
1367,1,1,safe,safe
1368,1,1,safe,safe
1369,1,1,safe,safe
1370,1,1,safe,safe
1371,1,1,safe,safe
1372,1,1,safe,safe
1373,1,1,safe,safe
1374,1,1,safe,safe
1375,0,1,safe,safe
1376,1,1,safe,safe
1377,1,1,safe,safe
1378,1,1,safe,safe
1379,0,1,safe,safe
1380,1,1,safe,safe
1381,1,1,safe,safe
1382,1,1,safe,safe
1383,0,1,safe,safe
1384,1,1,safe,safe
1385,1,1,safe,safe
1386,0,1,safe,safe
1387,0,1,safe,safe
1388,0,1,safe,safe
1389,0,1,safe,safe
1390,0,1,safe,warning
1391,0,1,safe,safe
1392,0,1,safe,safe
1393,0,1,safe,safe
1394,0,1,safe,warning
1395,0,1,safe,warning
1396,0,1,safe,safe
1397,0,1,safe,warning
1398,0,1,safe,warning
1399,0,1,safe,warning
1400,0,1,safe,warning
1401,0,1,safe,warning
1402,0,1,safe,warning
1403,0,1,safe,warning
1404,0,1,safe,warning
1405,0,1,safe,warning
1406,0,1,safe,warning
1407,0,1,safe,safe
1408,1,1,safe,warning
1409,1,1,safe,warning
1410,0,1,safe,safe
1411,0,0,safe,safe
1412,0,1,safe,safe
1413,0,1,safe,safe
1414,0,1,safe,safe
1415,1,1,safe,safe
1416,1,1,safe,safe
1417,1,1,safe,safe
1418,1,1,safe,safe
1419,1,0,safe,safe
1420,1,1,safe,safe
1421,1,1,safe,safe
1422,1,1,safe,warning
1423,1,1,safe,safe
1424,1,1,safe,warning
1425,1,1,safe,warning
1426,1,1,safe,warning
1427,1,1,safe,warning
1428,1,1,safe,warning
1429,1,1,safe,warning
1430,1,1,safe,warning
1431,1,1,safe,warning
1432,1,1,safe,warning
1433,1,1,safe,warning
1434,1,0,safe,safe
1435,1,0,safe,safe
1436,1,1,safe,warning
1437,1,1,safe,safe
1438,1,1,safe,warning
1439,1,1,safe,warning
1440,1,1,safe,warning
1441,1,1,safe,warning
1442,1,1,safe,warning
1443,1,1,safe,warning
1444,1,1,safe,warning
1445,1,1,safe,safe
1446,1,1,safe,warning
1447,1,1,safe,warning
1448,1,1,safe,warning
1449,1,1,safe,warning
1450,1,1,safe,safe
1451,1,1,safe,safe
1452,1,1,safe,safe
1453,1,1,safe,safe
1454,1,1,safe,safe
1455,1,1,safe,safe
1456,1,1,safe,safe
1457,1,1,safe,safe
1458,1,1,safe,safe
1459,1,1,safe,safe
1460,1,1,safe,safe
1461,1,1,safe,safe
1462,1,1,safe,safe
1463,1,1,safe,safe
1464,1,1,safe,safe
1465,1,1,safe,safe
1466,1,1,safe,safe
1467,1,1,safe,safe
1468,1,1,safe,safe
1469,1,1,safe,safe
1470,1,1,safe,safe
1471,1,1,safe,safe
1472,1,1,safe,safe
1473,1,1,safe,safe
1474,1,1,safe,safe
1475,1,1,safe,safe
1476,1,1,safe,safe
1477,1,1,safe,safe
1478,1,1,safe,safe
1479,1,1,safe,safe
1480,1,1,safe,safe
1481,1,1,safe,safe
1482,1,1,safe,safe
1483,1,1,safe,safe
1484,1,1,safe,safe
1485,1,1,safe,safe
1486,1,1,safe,safe
1487,1,1,safe,safe
1488,1,1,safe,safe
1489,1,1,safe,safe
1490,0,1,safe,safe
1491,0,1,safe,safe
1492,1,1,safe,safe
1493,1,1,safe,safe
1494,0,1,safe,safe
1495,0,1,safe,safe
1496,0,1,safe,safe
1497,0,1,safe,safe
1498,0,1,safe,safe
1499,0,1,safe,safe
1500,0,1,safe,safe
1501,0,1,safe,safe
1502,0,1,safe,safe
1503,0,1,safe,safe
1504,0,1,safe,safe
1505,0,1,safe,safe
1506,0,1,safe,safe
1507,0,1,safe,safe
1508,0,1,safe,safe
1509,0,1,safe,safe
1510,0,1,safe,safe
1511,0,1,safe,safe
1512,0,1,safe,safe
1513,0,1,safe,safe
1514,0,1,safe,safe
1515,0,1,safe,safe
1516,0,1,safe,safe
1517,0,1,safe,safe
1518,0,1,safe,safe
1519,0,1,safe,safe
1520,0,1,safe,safe
1521,0,1,safe,safe
1522,0,1,safe,safe
1523,0,1,safe,safe
1524,0,1,safe,safe
1525,0,1,safe,safe
1526,0,1,safe,safe
1527,0,1,safe,safe
1528,0,0,safe,safe
1529,0,0,safe,safe
1530,0,0,safe,safe
1531,0,0,safe,safe
1532,0,0,safe,safe
1533,0,0,safe,safe
1534,0,0,safe,safe
1535,0,0,safe,safe
1536,0,0,safe,safe
1537,0,0,safe,safe
1538,0,0,safe,safe
1539,0,0,safe,safe
1540,0,0,safe,safe
1541,0,0,safe,safe
1542,0,0,safe,safe
1543,0,0,safe,safe
1544,0,0,safe,safe
1545,0,0,safe,safe
1546,0,0,safe,safe
1547,0,0,safe,safe
1548,0,0,safe,safe
1549,0,0,safe,safe
1550,0,0,safe,safe
1551,0,0,safe,safe
1552,0,0,safe,safe
1553,0,0,safe,safe
1554,0,0,safe,safe
1555,0,0,safe,safe
1556,0,0,safe,safe
1557,0,0,safe,safe
1558,0,0,safe,safe
1559,0,0,safe,safe
1560,0,0,safe,safe
1561,0,0,safe,safe
1562,0,0,safe,safe
1563,0,0,safe,safe
1564,0,0,safe,safe
1565,0,0,safe,safe
1566,0,0,safe,safe
1567,0,0,safe,safe
1568,0,0,safe,safe
1569,0,0,safe,safe
1570,0,0,safe,safe
1571,0,0,safe,safe
1572,0,0,safe,safe
1573,0,0,safe,safe
1574,0,0,safe,safe
1575,0,0,safe,safe
1576,0,0,safe,safe
1577,0,0,safe,safe
1578,0,1,safe,safe
1579,0,0,safe,safe
1580,0,1,safe,safe
1581,0,1,safe,safe
1582,0,1,safe,safe
1583,0,1,safe,safe
1584,0,1,safe,safe
1585,0,1,safe,safe
1586,0,1,safe,safe
1587,0,1,safe,safe
1588,0,1,safe,safe
1589,1,1,safe,safe
1590,1,1,safe,safe
1591,1,1,safe,safe
1592,1,1,safe,safe
1593,1,1,safe,safe
1594,1,1,safe,safe
1595,1,1,safe,safe
1596,1,0,safe,safe
1597,1,0,safe,safe
1598,1,1,safe,warning
1599,1,1,safe,safe
1600,1,0,safe,safe
1601,1,1,safe,safe
1602,1,1,safe,safe
1603,1,1,safe,safe
1604,1,1,safe,warning
1605,1,1,safe,safe
1606,1,1,safe,warning
1607,0,1,safe,safe
1608,1,1,safe,safe
1609,1,1,safe,safe
1610,1,1,safe,safe
1611,1,1,safe,safe
1612,1,1,safe,warning
1613,1,1,safe,safe
1614,1,1,safe,warning
1615,1,1,safe,warning
1616,1,1,safe,warning
1617,1,1,safe,warning
1618,1,1,safe,warning
1619,1,1,safe,warning
1620,1,1,safe,warning
1621,1,1,safe,warning
1622,1,1,safe,warning
1623,1,1,safe,warning
1624,1,1,safe,warning
1625,0,1,safe,warning
1626,0,1,safe,warning
1627,1,1,safe,warning
1628,1,1,safe,warning
1629,1,1,safe,warning
1630,1,1,safe,safe
1631,1,1,safe,warning
1632,1,1,safe,warning
1633,1,1,safe,warning
1634,1,1,safe,warning
1635,0,0,safe,safe
1636,0,1,safe,warning
1637,1,1,safe,warning
1638,1,1,safe,safe
1639,1,1,safe,warning
1640,1,0,safe,safe
1641,1,1,safe,warning
1642,1,1,safe,safe
1643,1,1,safe,safe
1644,1,0,safe,safe
1645,1,1,safe,warning
1646,1,1,safe,warning
1647,1,1,safe,safe
1648,1,1,safe,warning
1649,1,0,safe,safe
1650,1,1,safe,safe
1651,1,1,safe,warning
1652,1,1,safe,safe
1653,1,1,safe,safe
1654,1,1,safe,safe
1655,1,1,safe,safe
1656,1,1,safe,safe
1657,1,1,safe,safe
1658,1,1,safe,safe
1659,1,1,safe,safe
1660,1,1,safe,safe
1661,1,1,safe,warning
1662,1,1,safe,warning
1663,1,1,safe,warning
1664,1,1,safe,warning
1665,1,1,safe,safe
1666,1,1,safe,warning
1667,1,1,safe,warning
1668,1,1,safe,safe
1669,1,1,safe,warning
1670,1,1,safe,safe
1671,1,1,safe,safe
1672,1,1,safe,safe
1673,1,1,safe,warning
1674,1,1,safe,safe
1675,1,1,safe,safe
1676,1,1,safe,safe
1677,1,1,safe,warning
1678,1,1,safe,warning
1679,1,1,safe,safe
1680,1,1,safe,warning
1681,1,1,safe,safe
1682,1,1,safe,safe
1683,1,1,safe,safe
1684,1,1,safe,safe
1685,1,1,safe,safe
1686,1,1,safe,safe
1687,1,1,safe,safe
1688,1,1,safe,safe
1689,1,1,safe,safe
1690,1,1,safe,safe
1691,1,1,safe,safe
1692,1,1,safe,safe
1693,1,1,safe,safe
1694,1,1,safe,safe
1695,1,1,safe,safe
1696,1,1,safe,safe
1697,1,1,safe,safe
1698,1,1,safe,safe
1699,1,1,safe,safe
1700,1,1,safe,safe
1701,1,1,safe,safe
1702,1,1,safe,safe
1703,1,1,safe,safe
1704,1,1,safe,safe
1705,1,1,safe,safe
1706,1,1,safe,safe
1707,1,1,safe,safe
1708,1,1,safe,safe
1709,1,1,safe,safe
1710,1,1,safe,safe
1711,1,1,safe,safe
1712,1,1,safe,safe
1713,1,1,safe,safe
1714,1,1,safe,safe
1715,1,1,safe,safe
1716,1,1,safe,safe
1717,1,1,safe,safe
1718,1,1,safe,safe
1719,1,1,safe,safe
1720,1,1,safe,safe
1721,1,1,safe,safe
1722,1,1,safe,safe
1723,1,1,safe,safe
1724,1,1,safe,safe
1725,1,1,safe,safe
1726,1,1,safe,safe
1727,1,1,safe,safe
1728,1,1,safe,safe
1729,1,1,safe,safe
1730,1,1,safe,safe
1731,1,1,safe,safe
1732,1,1,safe,safe
1733,1,1,safe,safe
1734,1,1,safe,safe
1735,1,1,safe,safe
1736,1,1,safe,safe
1737,1,1,safe,safe
1738,1,1,safe,safe
1739,1,1,safe,safe
1740,1,1,safe,safe
1741,1,1,safe,safe
1742,1,1,safe,safe
1743,1,1,safe,safe
1744,1,1,safe,safe
1745,1,1,safe,safe
1746,1,1,safe,safe
1747,1,1,safe,safe
1748,1,1,safe,safe
1749,1,1,safe,safe
1750,1,1,safe,safe
1751,1,1,safe,safe
1752,1,1,safe,safe
1753,1,1,safe,safe
1754,1,1,safe,safe
1755,1,1,safe,safe
1756,1,1,safe,safe
1757,1,1,safe,safe
1758,1,1,safe,safe
1759,1,1,safe,safe
1760,1,1,safe,safe
1761,1,1,safe,safe
1762,1,1,safe,safe
1763,1,1,safe,safe
1764,1,1,safe,safe
1765,1,1,safe,safe
1766,1,1,safe,safe
1767,1,1,safe,safe
1768,1,1,safe,safe
1769,1,1,safe,safe
1770,1,1,safe,safe
1771,1,1,safe,safe
1772,1,1,safe,safe
1773,1,1,safe,safe
1774,1,1,safe,safe
1775,1,1,safe,safe
1776,1,1,safe,safe
1777,1,1,safe,safe
1778,1,0,safe,safe
1779,1,1,safe,safe
1780,1,1,safe,safe
1781,1,0,safe,safe
1782,1,0,safe,safe
1783,1,0,safe,safe
1784,1,0,safe,safe
1785,1,0,safe,safe
1786,1,0,safe,safe
1787,1,0,safe,safe
1788,1,0,safe,safe
1789,1,0,safe,safe
1790,1,0,safe,safe
1791,1,0,safe,safe
1792,1,0,safe,safe
1793,1,0,safe,safe
1794,1,0,safe,safe
1795,1,0,safe,safe
1796,1,0,safe,safe
1797,1,0,safe,safe
1798,1,0,safe,safe
1799,1,1,safe,safe
1800,1,0,safe,safe
1801,1,0,safe,safe
1802,1,0,safe,safe
1803,1,0,safe,safe
1804,1,0,safe,safe
1805,1,0,safe,safe
1806,1,0,safe,safe
1807,1,0,safe,safe
1808,1,0,safe,safe
1809,1,0,safe,safe
1810,1,0,safe,safe
1811,1,0,safe,safe
1812,1,0,safe,safe
1813,1,0,safe,safe
1814,1,0,safe,safe
1815,1,0,safe,safe
1816,1,0,safe,safe
1817,1,0,safe,safe
1818,1,0,safe,safe
1819,1,0,safe,safe
1820,1,0,safe,safe
1821,1,0,safe,safe
1822,1,0,safe,safe
1823,1,0,safe,safe
1824,1,0,safe,safe
1825,1,1,safe,safe
1826,1,0,safe,safe
1827,1,0,safe,safe
1828,1,0,safe,safe
1829,1,1,safe,safe
1830,1,0,safe,safe
1831,1,1,safe,safe
1832,1,1,safe,safe
1833,1,1,safe,safe
1834,1,0,safe,safe
1835,1,0,safe,safe
1836,1,0,safe,safe
1837,1,0,safe,safe
1838,1,0,safe,safe
1839,1,0,safe,safe
1840,1,0,safe,safe
1841,1,0,safe,safe
1842,1,0,safe,safe
1843,1,0,safe,safe
1844,1,0,safe,safe
1845,1,0,safe,safe
1846,1,0,safe,safe
1847,1,0,safe,safe
1848,1,0,safe,safe
1849,1,0,safe,safe
1850,1,0,safe,safe
1851,1,0,safe,safe
1852,1,0,safe,safe
1853,1,0,safe,safe
1854,1,0,safe,safe
1855,1,0,safe,safe
1856,1,0,safe,safe
1857,1,0,safe,safe
1858,1,0,safe,safe
1859,1,0,safe,safe
1860,1,0,safe,safe
1861,1,0,safe,safe
1862,1,0,safe,safe
1863,1,0,safe,safe
1864,1,0,safe,safe
1865,1,0,safe,safe
1866,1,0,safe,safe
1867,1,0,safe,safe
1868,1,0,safe,safe
1869,1,1,safe,safe
1870,1,0,safe,safe
1871,1,0,safe,safe
1872,1,0,safe,safe
1873,1,0,safe,safe
1874,1,0,safe,safe
1875,1,0,safe,safe
1876,1,0,safe,safe
1877,1,0,safe,safe
1878,1,1,safe,safe
1879,1,0,safe,safe
1880,1,0,safe,safe
1881,1,0,safe,safe
1882,1,1,safe,safe
1883,1,0,safe,safe
1884,1,0,safe,safe
1885,1,0,safe,safe
1886,1,0,safe,safe
1887,1,1,safe,safe
1888,1,0,safe,safe
1889,1,0,safe,safe
1890,1,0,safe,safe
1891,1,1,safe,safe
1892,1,1,safe,safe
1893,1,1,safe,safe
1894,1,1,safe,safe
1895,1,1,safe,safe
1896,1,1,safe,safe
1897,1,1,safe,safe
1898,1,1,safe,safe
1899,1,1,safe,safe
1900,1,1,safe,safe
1901,1,1,safe,safe
1902,1,1,safe,safe
1903,1,1,safe,safe
1904,1,1,safe,safe
1905,1,1,safe,safe
1906,1,1,safe,safe
1907,1,1,safe,safe
1908,1,0,safe,safe
1909,1,0,safe,safe
1910,1,0,safe,safe
1911,1,1,safe,safe
1912,1,1,safe,safe
1913,1,0,safe,safe
1914,1,0,safe,safe
1915,1,0,safe,safe
1916,1,1,safe,safe
1917,1,0,safe,safe
1918,1,1,safe,safe
1919,1,1,safe,safe
1920,1,0,safe,safe
1921,1,1,safe,safe
1922,1,0,safe,safe
1923,1,1,safe,safe
1924,1,1,safe,safe
1925,1,1,safe,safe
1926,1,1,safe,safe
1927,1,1,safe,safe
1928,1,0,safe,safe
1929,1,1,safe,safe
1930,1,1,safe,safe
1931,1,1,safe,safe
1932,1,1,safe,safe
1933,1,1,safe,safe
1934,1,1,safe,safe
1935,1,1,safe,safe
1936,1,1,safe,safe
1937,1,1,safe,safe
1938,1,1,safe,safe
1939,1,1,safe,safe
1940,1,1,safe,safe
1941,1,1,safe,safe
1942,1,1,safe,safe
1943,1,1,safe,safe
1944,1,1,safe,safe
1945,1,1,safe,safe
1946,1,1,safe,safe
1947,1,1,safe,safe
1948,1,1,safe,safe
1949,1,1,safe,safe
1950,1,1,safe,safe
1951,1,1,safe,safe
1952,1,1,safe,safe
1953,1,1,safe,safe
1954,1,1,safe,safe
1955,1,1,safe,safe
1956,1,1,safe,safe
1957,1,1,safe,safe
1958,1,1,safe,safe
1959,1,1,safe,safe
1960,1,1,safe,safe
1961,1,1,safe,safe
1962,1,1,safe,safe
1963,1,1,safe,safe
1964,1,1,safe,safe
1965,1,1,safe,safe
1966,1,1,safe,safe
1967,1,1,safe,safe
1968,1,1,safe,safe
1969,1,1,safe,safe
1970,1,1,safe,safe
1971,1,1,safe,safe
1972,1,1,safe,safe
1973,1,0,safe,safe
1974,1,1,safe,safe
1975,1,0,safe,safe
1976,1,1,safe,safe
1977,1,1,safe,safe
1978,1,1,safe,safe
1979,1,1,safe,safe
1980,1,1,safe,safe
1981,1,1,safe,safe
1982,1,1,safe,safe
1983,1,1,safe,safe
1984,1,1,safe,safe
1985,1,1,safe,safe
1986,1,1,safe,safe
1987,1,1,safe,safe
1988,1,1,safe,safe
1989,1,1,safe,safe
1990,1,1,safe,safe
1991,1,1,safe,safe
1992,1,1,safe,safe
1993,1,1,safe,safe
1994,1,1,safe,safe
1995,1,1,safe,safe
1996,1,1,safe,safe
1997,1,1,safe,safe
1998,1,1,safe,safe
1999,1,1,safe,safe
2000,1,1,safe,safe
2001,1,1,safe,safe
2002,1,1,safe,safe
2003,1,1,safe,safe
2004,1,0,safe,safe
2005,1,1,safe,safe
2006,1,1,safe,safe
2007,1,0,safe,safe
2008,1,1,safe,safe
2009,1,1,safe,safe
2010,1,1,safe,safe
2011,1,1,safe,safe
2012,1,1,safe,safe
2013,1,1,safe,safe
2014,1,1,safe,safe
2015,1,1,safe,safe
2016,1,1,safe,safe
2017,1,1,safe,safe
2018,1,1,safe,safe
2019,1,1,safe,safe
2020,1,1,safe,safe
2021,1,1,safe,safe
2022,1,1,safe,safe
2023,1,1,safe,safe
2024,1,1,safe,safe
2025,1,1,safe,safe
2026,1,1,safe,safe
2027,1,1,safe,safe
2028,1,1,safe,safe
2029,1,1,safe,safe
2030,1,1,safe,safe
2031,1,1,safe,safe
2032,1,1,safe,safe
2033,1,1,safe,safe
2034,1,1,safe,safe
2035,1,1,safe,safe
2036,1,1,safe,safe
2037,1,1,safe,safe
2038,1,1,safe,safe
2039,1,1,safe,safe
2040,1,1,safe,safe
2041,1,1,safe,safe
2042,1,1,safe,safe
2043,1,1,safe,safe
2044,1,1,safe,safe
2045,1,1,safe,safe
2046,1,1,safe,safe
2047,1,1,safe,safe
2048,1,0,safe,safe
2049,1,1,safe,safe
2050,1,1,safe,safe
2051,1,0,safe,safe
2052,1,0,safe,safe
2053,1,1,safe,safe
2054,1,0,safe,safe
2055,1,1,safe,safe
2056,1,0,safe,safe
2057,1,1,safe,safe
2058,1,1,safe,safe
2059,1,1,safe,safe
2060,1,1,safe,safe
2061,1,1,safe,safe
2062,1,1,safe,safe
2063,1,1,safe,safe
2064,1,1,safe,safe
2065,1,1,safe,safe
2066,1,1,safe,safe
2067,1,0,safe,safe
2068,1,0,safe,safe
2069,1,0,safe,safe
2070,1,1,safe,safe
2071,1,1,safe,safe
2072,1,0,safe,safe
2073,1,1,safe,safe
2074,1,1,safe,safe
2075,1,1,safe,safe
2076,1,1,safe,safe
2077,1,1,safe,safe
2078,1,1,safe,safe
2079,1,1,safe,safe
2080,1,1,safe,safe
2081,1,1,safe,safe
2082,1,1,safe,safe
2083,1,1,safe,safe
2084,1,1,safe,safe
2085,1,1,safe,safe
2086,1,1,safe,safe
2087,1,1,safe,safe
2088,1,1,safe,safe
2089,1,1,safe,safe
2090,1,1,safe,safe
2091,1,1,safe,safe
2092,1,1,safe,safe
2093,1,1,safe,safe
2094,1,1,safe,safe
2095,1,1,safe,safe
2096,1,1,safe,safe
2097,1,1,safe,safe
2098,1,1,safe,safe
2099,1,1,safe,safe
2100,1,1,safe,safe
2101,1,1,safe,safe
2102,1,1,safe,safe
2103,1,1,safe,safe
2104,1,1,safe,safe
2105,1,1,safe,safe
2106,1,1,safe,safe
2107,1,1,safe,safe
2108,1,1,safe,safe
2109,1,1,safe,safe
2110,1,1,safe,safe
2111,1,1,safe,safe
2112,1,1,safe,safe
2113,1,1,safe,safe
2114,1,1,safe,safe
2115,1,1,safe,safe
2116,1,1,safe,safe
2117,1,1,safe,safe
2118,1,1,safe,safe
2119,1,1,safe,safe
2120,1,1,safe,safe
2121,1,1,safe,safe
2122,1,1,safe,safe
2123,1,1,safe,safe
2124,1,1,safe,safe
2125,1,1,safe,safe
2126,1,1,safe,safe
2127,1,1,safe,safe
2128,1,1,safe,safe
2129,1,1,safe,safe
2130,1,1,safe,safe
2131,1,1,safe,safe
2132,1,1,safe,safe
2133,1,1,safe,safe
2134,1,1,safe,safe
2135,1,1,safe,safe
2136,1,1,safe,safe
2137,1,1,safe,safe
2138,1,1,safe,safe
2139,1,1,safe,safe
2140,1,1,safe,safe
2141,1,1,safe,safe
2142,1,1,safe,safe
2143,1,1,safe,safe
2144,1,1,safe,safe
2145,1,1,safe,safe
2146,1,1,safe,safe
2147,1,1,safe,safe
2148,1,1,safe,safe
2149,1,1,safe,safe
2150,1,1,safe,safe
2151,1,1,safe,safe
2152,1,1,safe,safe
2153,1,1,safe,safe
2154,1,1,safe,safe
2155,1,1,safe,safe
2156,1,1,safe,safe
2157,1,1,safe,safe
2158,1,1,safe,safe
2159,1,1,safe,safe
2160,1,1,safe,safe
2161,1,1,safe,safe
2162,1,1,safe,safe
2163,1,1,safe,safe
2164,1,1,safe,safe
2165,1,1,safe,safe
2166,1,1,safe,safe
2167,1,1,safe,safe
2168,1,1,safe,safe
2169,1,1,safe,safe
2170,1,1,safe,safe
2171,1,1,safe,safe
2172,1,1,safe,safe
2173,1,1,safe,safe
2174,1,1,safe,safe
2175,1,1,safe,safe
2176,1,1,safe,safe
2177,1,1,safe,safe
2178,1,1,safe,safe
2179,1,1,safe,safe
2180,1,1,safe,safe
2181,1,1,safe,safe
2182,1,1,safe,safe
2183,1,1,safe,safe
2184,1,1,safe,safe
2185,1,1,safe,safe
2186,1,1,safe,safe
2187,1,1,safe,safe
2188,1,1,safe,safe
2189,1,1,safe,safe
2190,1,1,safe,safe
2191,1,1,safe,safe
2192,1,1,safe,safe
2193,1,1,safe,safe
2194,1,1,safe,safe
2195,1,1,safe,safe
2196,1,1,safe,safe
2197,1,1,safe,safe
2198,1,1,safe,safe
2199,1,1,safe,safe
2200,1,1,safe,safe
2201,1,1,safe,safe
2202,1,1,safe,safe
2203,1,1,safe,safe
2204,1,1,safe,safe
2205,1,1,safe,safe
2206,1,1,safe,safe
2207,1,1,safe,safe
2208,1,1,safe,safe
2209,1,1,safe,safe
2210,1,1,safe,safe
2211,1,1,safe,safe
2212,1,1,safe,safe
2213,1,1,safe,safe
2214,1,1,safe,safe
2215,1,1,safe,safe
2216,1,1,safe,safe
2217,1,1,safe,safe
2218,1,1,safe,safe
