frame-number,detected-left,detected-right,left-status,right-status
2219,1,1,safe,safe
2220,1,1,safe,safe
2221,1,1,safe,safe
2222,1,1,safe,safe
2223,1,1,safe,safe
2224,1,1,safe,safe
2225,1,1,safe,safe
2226,1,1,safe,safe
2227,1,1,safe,safe
2228,1,1,safe,safe
2229,1,1,safe,safe
2230,1,1,safe,safe
2231,1,1,safe,safe
2232,1,1,safe,safe
2233,1,1,safe,safe
2234,1,1,safe,safe
2235,1,1,safe,safe
2236,1,1,safe,safe
2237,1,1,safe,safe
2238,1,1,safe,safe
2239,1,1,safe,safe
2240,1,1,safe,safe
2241,1,0,safe,safe
2242,1,0,safe,safe
2243,1,1,safe,safe
2244,1,0,safe,safe
2245,1,1,safe,safe
2246,1,1,safe,safe
2247,1,1,safe,safe
2248,1,0,safe,safe
2249,1,1,safe,safe
2250,1,1,safe,safe
2251,1,0,safe,safe
2252,0,0,safe,safe
2253,1,0,safe,safe
2254,0,0,safe,safe
2255,1,0,safe,safe
2256,0,0,safe,safe
2257,1,0,safe,safe
2258,1,0,safe,safe
2259,0,0,safe,safe
2260,0,0,safe,safe
2261,1,0,safe,safe
2262,0,0,safe,safe
2263,0,0,safe,safe
2264,0,0,safe,safe
2265,0,0,safe,safe
2266,0,0,safe,safe
2267,0,0,safe,safe
2268,0,0,safe,safe
2269,0,0,safe,safe
2270,1,0,safe,safe
2271,1,0,safe,safe
2272,1,0,safe,safe
2273,1,0,safe,safe
2274,0,0,safe,safe
2275,1,0,safe,safe
2276,0,0,safe,safe
2277,0,0,safe,safe
2278,0,0,safe,safe
2279,0,0,safe,safe
2280,0,0,safe,safe
2281,0,0,safe,safe
2282,0,0,safe,safe
2283,0,0,safe,safe
2284,0,0,safe,safe
2285,0,0,safe,safe
2286,0,0,safe,safe
2287,0,0,safe,safe
2288,0,0,safe,safe
2289,0,0,safe,safe
2290,0,0,safe,safe
2291,0,0,safe,safe
2292,0,0,safe,safe
2293,0,0,safe,safe
2294,0,0,safe,safe
2295,0,0,safe,safe
2296,0,0,safe,safe
2297,0,0,safe,safe
2298,0,0,safe,safe
2299,0,0,safe,safe
2300,0,0,safe,safe
2301,0,0,safe,safe
2302,0,0,safe,safe
2303,0,0,safe,safe
2304,0,0,safe,safe
2305,0,0,safe,safe
2306,0,0,safe,safe
2307,0,0,safe,safe
2308,0,0,safe,safe
2309,0,0,safe,safe
2310,0,0,safe,safe
2311,0,0,safe,safe
2312,0,0,safe,safe
2313,0,0,safe,safe
2314,0,0,safe,safe
2315,0,0,safe,safe
2316,0,0,safe,safe
2317,0,0,safe,safe
2318,0,0,safe,safe
2319,0,0,safe,safe
2320,0,0,safe,safe
2321,0,0,safe,safe
2322,0,0,safe,safe
2323,0,0,safe,safe
2324,0,0,safe,safe
2325,0,0,safe,safe
2326,0,0,safe,safe
2327,0,0,safe,safe
2328,0,0,safe,safe
2329,0,0,safe,safe
2330,0,0,safe,safe
2331,0,0,safe,safe
2332,0,0,safe,safe
2333,0,0,safe,safe
2334,0,0,safe,safe
2335,0,0,safe,safe
2336,0,0,safe,safe
2337,0,0,safe,safe
2338,0,0,safe,safe
2339,0,0,safe,safe
2340,0,0,safe,safe
2341,0,0,safe,safe
2342,0,0,safe,safe
2343,0,0,safe,safe
2344,1,0,safe,safe
2345,0,0,safe,safe
2346,0,0,safe,safe
2347,1,0,safe,safe
2348,1,0,safe,safe
2349,0,0,safe,safe
2350,0,0,safe,safe
2351,1,0,safe,safe
2352,0,0,safe,safe
2353,0,0,safe,safe
2354,0,0,safe,safe
2355,0,0,safe,safe
2356,0,0,safe,safe
2357,0,0,safe,safe
2358,0,0,safe,safe
2359,0,0,safe,safe
2360,0,0,safe,safe
2361,0,0,safe,safe
2362,0,0,safe,safe
2363,0,0,safe,safe
2364,0,0,safe,safe
2365,0,0,safe,safe
2366,0,0,safe,safe
2367,0,0,safe,safe
2368,0,0,safe,safe
2369,0,0,safe,safe
2370,0,0,safe,safe
2371,0,0,safe,safe
2372,0,0,safe,safe
2373,0,0,safe,safe
2374,0,0,safe,safe
2375,0,0,safe,safe
2376,0,0,safe,safe
2377,0,0,safe,safe
2378,0,0,safe,safe
2379,0,0,safe,safe
2380,0,0,safe,safe
2381,0,0,safe,safe
2382,0,0,safe,safe
2383,0,0,safe,safe
2384,0,0,safe,safe
2385,0,0,safe,safe
2386,0,0,safe,safe
2387,0,0,safe,safe
2388,0,0,safe,safe
2389,0,0,safe,safe
2390,0,0,safe,safe
2391,0,0,safe,safe
2392,0,0,safe,safe
2393,0,0,safe,safe
2394,0,0,safe,safe
2395,0,0,safe,safe
2396,0,0,safe,safe
2397,0,0,safe,safe
2398,0,0,safe,safe
2399,0,0,safe,safe
2400,0,0,safe,safe
2401,0,0,safe,safe
2402,0,0,safe,safe
2403,0,0,safe,safe
2404,0,0,safe,safe
2405,0,0,safe,safe
2406,0,0,safe,safe
2407,0,0,safe,safe
2408,0,0,safe,safe
2409,0,0,safe,safe
2410,0,0,safe,safe
2411,0,0,safe,safe
2412,0,0,safe,safe
2413,0,0,safe,safe
2414,0,0,safe,safe
2415,0,0,safe,safe
2416,0,0,safe,safe
2417,0,0,safe,safe
2418,0,0,safe,safe
2419,0,0,safe,safe
2420,0,0,safe,safe
2421,0,0,safe,safe
2422,0,0,safe,safe
2423,0,0,safe,safe
2424,0,0,safe,safe
2425,0,0,safe,safe
2426,0,0,safe,safe
2427,0,0,safe,safe
2428,0,0,safe,safe
2429,0,0,safe,safe
2430,0,0,safe,safe
2431,0,0,safe,safe
2432,0,0,safe,safe
2433,0,0,safe,safe
2434,0,0,safe,safe
2435,0,0,safe,safe
2436,0,0,safe,safe
2437,0,0,safe,safe
2438,0,0,safe,safe
2439,0,0,safe,safe
2440,0,0,safe,safe
2441,0,0,safe,safe
2442,0,0,safe,safe
2443,0,0,safe,safe
2444,0,0,safe,safe
2445,0,0,safe,safe
2446,0,0,safe,safe
2447,0,0,safe,safe
2448,0,0,safe,safe
2449,0,0,safe,safe
2450,0,0,safe,safe
2451,0,0,safe,safe
2452,0,0,safe,safe
2453,0,0,safe,safe
2454,0,0,safe,safe
2455,0,0,safe,safe
2456,0,0,safe,safe
2457,0,0,safe,safe
2458,0,0,safe,safe
2459,0,0,safe,safe
2460,0,0,safe,safe
2461,0,0,safe,safe
2462,0,0,safe,safe
2463,0,0,safe,safe
2464,0,0,safe,safe
2465,0,0,safe,safe
2466,0,0,safe,safe
2467,0,0,safe,safe
2468,0,0,safe,safe
2469,0,0,safe,safe
2470,0,0,safe,safe
2471,0,0,safe,safe
2472,0,0,safe,safe
2473,0,0,safe,safe
2474,0,0,safe,safe
2475,0,0,safe,safe
2476,0,0,safe,safe
2477,0,0,safe,safe
2478,0,0,safe,safe
2479,0,0,safe,safe
2480,0,0,safe,safe
2481,0,0,safe,safe
2482,0,0,safe,safe
2483,0,0,safe,safe
2484,0,0,safe,safe
2485,0,0,safe,safe
2486,0,0,safe,safe
2487,0,0,safe,safe
2488,0,0,safe,safe
2489,1,0,safe,safe
2490,0,0,safe,safe
2491,0,0,safe,safe
2492,0,0,safe,safe
2493,0,0,safe,safe
2494,0,0,safe,safe
2495,0,0,safe,safe
2496,0,0,safe,safe
2497,0,0,safe,safe
2498,0,0,safe,safe
2499,0,0,safe,safe
2500,0,0,safe,safe
2501,0,0,safe,safe
2502,0,0,safe,safe
2503,0,0,safe,safe
2504,0,0,safe,safe
2505,0,0,safe,safe
2506,0,0,safe,safe
2507,0,0,safe,safe
2508,0,0,safe,safe
2509,0,0,safe,safe
2510,0,0,safe,safe
2511,0,0,safe,safe
2512,0,0,safe,safe
2513,0,0,safe,safe
2514,0,0,safe,safe
2515,0,0,safe,safe
2516,0,0,safe,safe
2517,0,0,safe,safe
2518,0,0,safe,safe
2519,0,0,safe,safe
2520,0,0,safe,safe
2521,0,0,safe,safe
2522,0,0,safe,safe
2523,0,0,safe,safe
2524,0,0,safe,safe
2525,0,0,safe,safe
2526,0,0,safe,safe
2527,0,0,safe,safe
2528,0,0,safe,safe
2529,0,0,safe,safe
2530,0,0,safe,safe
2531,0,0,safe,safe
2532,0,0,safe,safe
2533,0,0,safe,safe
2534,0,0,safe,safe
2535,0,0,safe,safe
2536,0,0,safe,safe
2537,0,0,safe,safe
2538,0,0,safe,safe
2539,0,0,safe,safe
2540,0,0,safe,safe
2541,0,0,safe,safe
2542,0,0,safe,safe
2543,0,0,safe,safe
2544,0,0,safe,safe
2545,0,0,safe,safe
2546,0,0,safe,safe
2547,0,0,safe,safe
2548,0,0,safe,safe
2549,0,0,safe,safe
2550,0,0,safe,safe
2551,0,0,safe,safe
2552,0,0,safe,safe
2553,0,0,safe,safe
2554,0,0,safe,safe
2555,0,0,safe,safe
2556,0,0,safe,safe
2557,0,0,safe,safe
2558,0,0,safe,safe
2559,0,0,safe,safe
2560,0,0,safe,safe
2561,0,0,safe,safe
2562,0,0,safe,safe
2563,0,0,safe,safe
2564,0,0,safe,safe
2565,0,0,safe,safe
2566,0,0,safe,safe
2567,0,0,safe,safe
2568,0,0,safe,safe
2569,0,0,safe,safe
2570,0,0,safe,safe
2571,0,0,safe,safe
2572,0,0,safe,safe
2573,0,0,safe,safe
2574,0,0,safe,safe
2575,0,0,safe,safe
2576,0,0,safe,safe
2577,0,0,safe,safe
2578,0,1,safe,safe
2579,0,1,safe,safe
2580,0,1,safe,safe
2581,0,1,safe,safe
2582,0,1,safe,safe
2583,0,1,safe,safe
2584,0,1,safe,safe
2585,0,1,safe,safe
2586,0,1,safe,safe
2587,0,1,safe,safe
2588,0,1,safe,safe
2589,0,1,safe,safe
2590,0,1,safe,safe
2591,0,1,safe,safe
2592,0,1,safe,safe
2593,0,1,safe,safe
2594,0,1,safe,safe
2595,0,1,safe,safe
2596,0,1,safe,safe
2597,0,0,safe,safe
2598,0,0,safe,safe
2599,0,0,safe,safe
2600,0,0,safe,safe
2601,0,0,safe,safe
2602,0,0,safe,safe
2603,0,0,safe,safe
2604,0,0,safe,safe
2605,0,0,safe,safe
2606,0,0,safe,safe
2607,0,0,safe,safe
2608,0,0,safe,safe
2609,0,0,safe,safe
2610,0,0,safe,safe
2611,0,0,safe,safe
2612,0,0,safe,safe
2613,0,0,safe,safe
2614,0,0,safe,safe
2615,0,0,safe,safe
2616,0,0,safe,safe
2617,0,0,safe,safe
2618,0,0,safe,safe
2619,0,0,safe,safe
2620,0,0,safe,safe
2621,0,0,safe,safe
2622,0,0,safe,safe
2623,0,0,safe,safe
2624,0,0,safe,safe
2625,0,0,safe,safe
2626,0,0,safe,safe
2627,0,0,safe,safe
2628,0,0,safe,safe
2629,0,0,safe,safe
2630,0,0,safe,safe
2631,0,0,safe,safe
2632,0,0,safe,safe
2633,0,0,safe,safe
2634,0,0,safe,safe
2635,0,0,safe,safe
2636,0,0,safe,safe
2637,0,0,safe,safe
2638,0,0,safe,safe
2639,0,0,safe,safe
2640,0,0,safe,safe
2641,0,0,safe,safe
2642,0,0,safe,safe
2643,0,0,safe,safe
2644,0,0,safe,safe
2645,0,0,safe,safe
2646,0,0,safe,safe
2647,0,0,safe,safe
2648,0,0,safe,safe
2649,0,0,safe,safe
2650,0,0,safe,safe
2651,0,0,safe,safe
2652,0,0,safe,safe
2653,0,0,safe,safe
2654,0,0,safe,safe
2655,0,0,safe,safe
2656,0,0,safe,safe
2657,0,0,safe,safe
2658,0,0,safe,safe
2659,0,0,safe,safe
2660,0,0,safe,safe
2661,0,0,safe,safe
2662,0,0,safe,safe
2663,0,0,safe,safe
2664,0,0,safe,safe
2665,0,0,safe,safe
2666,0,0,safe,safe
2667,0,0,safe,safe
2668,0,0,safe,safe
2669,0,0,safe,safe
2670,0,0,safe,safe
2671,0,0,safe,safe
2672,0,0,safe,safe
2673,0,0,safe,safe
2674,0,0,safe,safe
2675,0,0,safe,safe
2676,0,0,safe,safe
2677,0,0,safe,safe
2678,0,0,safe,safe
2679,0,0,safe,safe
2680,0,0,safe,safe
2681,0,0,safe,safe
2682,0,0,safe,safe
2683,0,0,safe,safe
2684,0,0,safe,safe
2685,0,0,safe,safe
2686,0,0,safe,safe
2687,0,0,safe,safe
2688,0,0,safe,safe
2689,0,0,safe,safe
2690,0,0,safe,safe
2691,0,0,safe,safe
2692,0,0,safe,safe
2693,0,0,safe,safe
2694,0,0,safe,safe
2695,0,0,safe,safe
2696,0,0,safe,safe
2697,0,0,safe,safe
2698,0,0,safe,safe
2699,0,0,safe,safe
2700,0,0,safe,safe
2701,0,0,safe,safe
2702,0,0,safe,safe
2703,0,0,safe,safe
2704,0,0,safe,safe
2705,0,0,safe,safe
2706,0,0,safe,safe
2707,0,0,safe,safe
2708,0,0,safe,safe
2709,0,0,safe,safe
2710,0,0,safe,safe
2711,0,0,safe,safe
2712,0,0,safe,safe
2713,0,0,safe,safe
2714,0,0,safe,safe
2715,0,0,safe,safe
2716,0,0,safe,safe
2717,0,0,safe,safe
2718,0,0,safe,safe
2719,0,0,safe,safe
2720,0,0,safe,safe
2721,0,0,safe,safe
2722,0,0,safe,safe
2723,0,0,safe,safe
2724,0,0,safe,safe
2725,0,0,safe,safe
2726,0,0,safe,safe
2727,0,0,safe,safe
2728,0,0,safe,safe
2729,0,0,safe,safe
2730,0,0,safe,safe
2731,0,0,safe,safe
2732,0,0,safe,safe
2733,0,0,safe,safe
2734,0,0,safe,safe
2735,0,0,safe,safe
2736,0,0,safe,safe
2737,0,0,safe,safe
2738,0,0,safe,safe
2739,0,0,safe,safe
2740,0,0,safe,safe
2741,0,0,safe,safe
2742,0,0,safe,safe
2743,0,0,safe,safe
2744,0,0,safe,safe
2745,0,0,safe,safe
2746,0,0,safe,safe
2747,0,0,safe,safe
2748,0,0,safe,safe
2749,0,0,safe,safe
2750,0,0,safe,safe
2751,0,0,safe,safe
2752,0,0,safe,safe
2753,0,0,safe,safe
2754,0,0,safe,safe
2755,0,0,safe,safe
2756,0,0,safe,safe
2757,0,0,safe,safe
2758,0,0,safe,safe
2759,0,0,safe,safe
2760,0,0,safe,safe
2761,0,0,safe,safe
2762,0,0,safe,safe
2763,0,0,safe,safe
2764,0,0,safe,safe
2765,0,0,safe,safe
2766,0,0,safe,safe
2767,0,0,safe,safe
2768,0,0,safe,safe
2769,0,0,safe,safe
2770,0,0,safe,safe
2771,0,0,safe,safe
2772,0,0,safe,safe
2773,0,0,safe,safe
2774,0,0,safe,safe
2775,0,0,safe,safe
2776,0,0,safe,safe
2777,0,0,safe,safe
2778,0,0,safe,safe
2779,0,0,safe,safe
2780,0,0,safe,safe
2781,0,0,safe,safe
2782,0,0,safe,safe
2783,0,0,safe,safe
2784,0,0,safe,safe
2785,0,0,safe,safe
2786,0,0,safe,safe
2787,0,0,safe,safe
2788,0,0,safe,safe
2789,0,0,safe,safe
2790,0,0,safe,safe
2791,0,0,safe,safe
2792,0,0,safe,safe
2793,0,0,safe,safe
2794,0,0,safe,safe
2795,0,0,safe,safe
2796,0,0,safe,safe
2797,0,0,safe,safe
2798,0,0,safe,safe
2799,0,0,safe,safe
2800,0,0,safe,safe
2801,0,0,safe,safe
2802,0,0,safe,safe
2803,0,0,safe,safe
2804,0,0,safe,safe
2805,0,0,safe,safe
2806,0,0,safe,safe
2807,0,0,safe,safe
2808,0,0,safe,safe
2809,0,0,safe,safe
2810,0,0,safe,safe
2811,0,0,safe,safe
2812,0,0,safe,safe
2813,0,0,safe,safe
2814,0,0,safe,safe
2815,0,0,safe,safe
2816,0,0,safe,safe
2817,0,0,safe,safe
2818,0,0,safe,safe
2819,0,0,safe,safe
2820,0,0,safe,safe
2821,0,0,safe,safe
2822,0,0,safe,safe
2823,0,0,safe,safe
2824,0,0,safe,safe
2825,0,0,safe,safe
2826,0,0,safe,safe
2827,0,0,safe,safe
2828,0,0,safe,safe
2829,0,0,safe,safe
2830,0,0,safe,safe
2831,0,0,safe,safe
2832,0,0,safe,safe
2833,0,0,safe,safe
2834,0,0,safe,safe
2835,0,0,safe,safe
2836,0,0,safe,safe
2837,0,0,safe,safe
2838,0,0,safe,safe
2839,0,0,safe,safe
2840,0,0,safe,safe
2841,0,0,safe,safe
2842,0,0,safe,safe
2843,0,0,safe,safe
2844,0,0,safe,safe
2845,0,0,safe,safe
2846,0,0,safe,safe
2847,0,0,safe,safe
2848,0,0,safe,safe
2849,0,0,safe,safe
2850,0,0,safe,safe
2851,0,0,safe,safe
2852,0,0,safe,safe
2853,0,0,safe,safe
2854,0,0,safe,safe
2855,0,0,safe,safe
2856,0,0,safe,safe
2857,0,0,safe,safe
2858,0,0,safe,safe
2859,0,0,safe,safe
2860,0,0,safe,safe
2861,0,0,safe,safe
2862,0,0,safe,safe
2863,0,0,safe,safe
2864,0,0,safe,safe
2865,0,0,safe,safe
2866,0,0,safe,safe
2867,0,0,safe,safe
2868,0,0,safe,safe
2869,0,0,safe,safe
2870,0,0,safe,safe
2871,0,0,safe,safe
2872,0,0,safe,safe
2873,0,0,safe,safe
2874,0,0,safe,safe
2875,0,0,safe,safe
2876,0,0,safe,safe
2877,0,0,safe,safe
2878,0,0,safe,safe
2879,0,0,safe,safe
2880,0,0,safe,safe
2881,0,0,safe,safe
2882,0,0,safe,safe
2883,0,0,safe,safe
2884,0,0,safe,safe
2885,0,0,safe,safe
2886,0,0,safe,safe
2887,0,0,safe,safe
2888,0,0,safe,safe
2889,0,0,safe,safe
2890,0,0,safe,safe
2891,0,0,safe,safe
2892,0,0,safe,safe
2893,0,0,safe,safe
2894,0,0,safe,safe
2895,0,0,safe,safe
2896,0,0,safe,safe
2897,0,0,safe,safe
2898,0,0,safe,safe
2899,0,0,safe,safe
2900,0,0,safe,safe
2901,0,0,safe,safe
2902,0,0,safe,safe
2903,0,0,safe,safe
2904,0,0,safe,safe
2905,0,0,safe,safe
2906,0,0,safe,safe
2907,0,0,safe,safe
2908,0,0,safe,safe
2909,0,0,safe,safe
2910,0,0,safe,safe
2911,0,0,safe,safe
2912,0,0,safe,safe
2913,0,0,safe,safe
2914,0,0,safe,safe
2915,0,0,safe,safe
2916,0,0,safe,safe
2917,0,0,safe,safe
2918,0,0,safe,safe
2919,0,0,safe,safe
2920,0,0,safe,safe
2921,0,0,safe,safe
2922,0,0,safe,safe
2923,0,0,safe,safe
2924,0,0,safe,safe
2925,0,0,safe,safe
2926,0,0,safe,safe
2927,0,0,safe,safe
2928,0,0,safe,safe
2929,0,0,safe,safe
2930,0,0,safe,safe
2931,0,0,safe,safe
2932,0,0,safe,safe
2933,0,0,safe,safe
2934,0,0,safe,safe
2935,0,0,safe,safe
2936,0,0,safe,safe
2937,0,0,safe,safe
2938,0,0,safe,safe
2939,0,0,safe,safe
2940,0,0,safe,safe
2941,0,0,safe,safe
2942,0,0,safe,safe
2943,0,0,safe,safe
2944,0,0,safe,safe
2945,0,0,safe,safe
2946,0,0,safe,safe
2947,0,0,safe,safe
2948,1,0,safe,safe
2949,1,0,safe,safe
2950,0,0,safe,safe
2951,0,0,safe,safe
2952,0,0,safe,safe
2953,0,0,safe,safe
2954,0,0,safe,safe
2955,0,0,safe,safe
2956,1,0,safe,safe
2957,0,0,safe,safe
2958,0,0,safe,safe
2959,0,0,safe,safe
2960,0,0,safe,safe
2961,0,0,safe,safe
2962,0,0,safe,safe
2963,0,0,safe,safe
2964,0,0,safe,safe
2965,0,0,safe,safe
2966,0,0,safe,safe
2967,0,0,safe,safe
2968,0,0,safe,safe
2969,0,0,safe,safe
2970,0,0,safe,safe
2971,0,0,safe,safe
2972,0,0,safe,safe
2973,0,0,safe,safe
2974,0,0,safe,safe
2975,0,0,safe,safe
2976,0,0,safe,safe
2977,0,0,safe,safe
2978,0,0,safe,safe
2979,0,0,safe,safe
2980,0,0,safe,safe
2981,0,0,safe,safe
2982,0,0,safe,safe
2983,0,0,safe,safe
2984,0,0,safe,safe
2985,0,0,safe,safe
2986,0,0,safe,safe
2987,0,0,safe,safe
2988,0,0,safe,safe
2989,0,0,safe,safe
2990,0,0,safe,safe
2991,0,0,safe,safe
2992,1,0,warning,safe
2993,0,0,safe,safe
2994,1,0,safe,safe
2995,1,0,safe,safe
2996,1,0,warning,safe
2997,1,0,safe,safe
2998,0,0,safe,safe
2999,0,0,safe,safe
3000,1,0,warning,safe
3001,0,0,safe,safe
3002,1,0,warning,safe
3003,0,0,safe,safe
3004,0,1,safe,safe
3005,0,0,safe,safe
3006,0,1,safe,safe
3007,0,0,safe,safe
3008,0,1,safe,safe
3009,0,1,safe,safe
3010,0,1,safe,safe
3011,0,1,safe,safe
3012,0,1,safe,safe
3013,0,1,safe,safe
3014,1,1,warning,safe
3015,0,1,safe,safe
3016,0,1,safe,safe
3017,1,1,warning,safe
3018,0,1,safe,safe
3019,0,1,safe,safe
3020,0,1,safe,safe
3021,0,1,safe,safe
3022,1,1,warning,safe
3023,1,1,safe,safe
3024,1,1,safe,safe
3025,1,1,warning,safe
3026,1,1,warning,safe
3027,1,1,safe,safe
3028,0,1,safe,safe
3029,0,1,safe,safe
3030,1,1,safe,safe
3031,1,1,safe,safe
3032,1,1,safe,safe
3033,1,1,safe,safe
3034,1,1,safe,safe
3035,1,1,safe,safe
3036,1,1,safe,safe
3037,1,1,safe,safe
3038,1,1,safe,safe
3039,1,1,safe,safe
3040,1,1,safe,safe
3041,1,1,safe,safe
3042,1,1,safe,safe
3043,1,1,safe,safe
3044,1,1,safe,safe
3045,1,1,safe,safe
3046,1,1,safe,safe
3047,1,1,safe,safe
3048,1,1,safe,safe
3049,1,1,safe,safe
3050,1,1,safe,safe
3051,1,1,safe,safe
3052,1,1,safe,safe
3053,1,1,safe,safe
3054,1,1,safe,safe
3055,1,1,safe,safe
3056,1,1,safe,safe
3057,1,1,safe,safe
3058,1,1,safe,safe
3059,1,1,safe,safe
3060,1,1,safe,safe
3061,1,1,safe,safe
3062,1,1,safe,safe
3063,1,1,safe,safe
3064,1,1,safe,safe
3065,1,1,safe,safe
3066,1,1,safe,safe
3067,1,1,safe,safe
3068,1,1,safe,safe
3069,1,1,safe,safe
3070,1,1,safe,safe
3071,1,1,safe,safe
3072,1,1,safe,safe
3073,1,1,safe,safe
3074,1,1,safe,safe
3075,1,1,safe,safe
3076,1,1,safe,safe
3077,1,1,safe,safe
3078,1,1,safe,safe
3079,1,1,safe,safe
3080,1,1,safe,safe
3081,1,1,safe,safe
3082,1,1,safe,safe
3083,1,1,safe,safe
3084,1,1,safe,safe
3085,1,1,safe,safe
3086,1,1,safe,safe
3087,1,1,safe,safe
3088,1,1,safe,safe
3089,1,1,safe,safe
3090,1,1,safe,safe
3091,1,1,safe,safe
3092,1,1,safe,safe
3093,1,1,safe,safe
3094,1,1,safe,safe
3095,1,1,safe,safe
3096,1,1,safe,safe
3097,1,1,safe,safe
3098,1,1,safe,safe
3099,1,1,safe,safe
3100,1,1,safe,safe
3101,1,1,safe,safe
3102,1,1,safe,safe
3103,1,1,safe,safe
3104,1,1,safe,safe
3105,1,1,safe,safe
3106,1,1,safe,safe
3107,1,1,safe,safe
3108,1,1,safe,safe
3109,1,1,safe,safe
3110,1,1,safe,safe
3111,1,1,safe,safe
3112,1,1,safe,safe
3113,1,1,safe,safe
3114,1,1,safe,safe
3115,1,1,safe,safe
3116,1,1,safe,safe
3117,1,1,safe,safe
3118,1,1,safe,safe
3119,1,1,safe,safe
3120,1,1,safe,safe
3121,1,1,safe,safe
3122,1,1,safe,safe
3123,1,1,safe,safe
3124,1,1,safe,safe
3125,1,1,safe,safe
3126,1,1,safe,safe
3127,1,1,safe,safe
3128,1,1,safe,safe
3129,1,1,safe,safe
3130,1,1,safe,safe
3131,1,1,safe,safe
3132,1,1,safe,safe
3133,1,1,safe,safe
3134,1,1,safe,safe
3135,1,1,safe,safe
3136,1,1,safe,safe
3137,1,1,safe,safe
3138,1,1,safe,safe
3139,1,1,safe,safe
3140,1,1,safe,safe
3141,1,1,safe,safe
3142,1,1,safe,safe
3143,1,1,safe,safe
3144,1,1,safe,safe
3145,1,1,safe,safe
3146,1,1,safe,safe
3147,1,1,safe,safe
3148,1,1,safe,safe
3149,1,1,safe,safe
3150,1,1,safe,safe
3151,1,1,safe,safe
3152,1,1,safe,safe
3153,1,1,safe,safe
3154,1,1,safe,safe
3155,1,1,safe,safe
3156,1,1,safe,safe
3157,1,1,safe,safe
3158,1,1,safe,safe
3159,1,1,safe,safe
3160,1,1,safe,safe
3161,1,1,safe,safe
3162,1,1,safe,safe
3163,1,1,safe,safe
3164,1,1,safe,safe
3165,1,1,safe,safe
3166,1,1,safe,safe
3167,1,1,safe,safe
3168,1,1,safe,safe
3169,1,1,safe,safe
3170,1,1,safe,safe
3171,1,1,safe,safe
3172,1,1,safe,safe
3173,1,1,safe,safe
3174,1,1,safe,safe
3175,1,1,safe,safe
3176,1,1,safe,safe
3177,1,1,safe,safe
3178,1,1,safe,safe
3179,1,1,safe,safe
3180,1,1,safe,safe
3181,1,1,safe,safe
3182,0,1,safe,safe
3183,0,1,safe,safe
3184,0,1,safe,safe
3185,0,1,safe,safe
3186,1,1,safe,safe
3187,1,1,safe,safe
3188,0,1,safe,safe
3189,0,1,safe,safe
3190,0,1,safe,safe
3191,0,1,safe,safe
3192,0,1,safe,safe
3193,0,1,safe,safe
3194,0,1,safe,safe
3195,1,1,safe,safe
3196,0,1,safe,safe
3197,1,1,safe,safe
3198,0,1,safe,safe
3199,0,1,safe,safe
3200,0,1,safe,safe
3201,0,1,safe,safe
3202,0,1,safe,safe
3203,0,0,safe,safe
3204,0,0,safe,safe
3205,0,0,safe,safe
3206,0,0,safe,safe
3207,0,0,safe,safe
3208,0,0,safe,safe
3209,0,0,safe,safe
3210,0,0,safe,safe
3211,0,0,safe,safe
3212,0,0,safe,safe
3213,0,0,safe,safe
3214,0,0,safe,safe
3215,1,0,safe,safe
3216,0,0,safe,safe
3217,0,0,safe,safe
3218,0,0,safe,safe
3219,0,0,safe,safe
3220,0,0,safe,safe
3221,0,0,safe,safe
3222,0,0,safe,safe
3223,0,0,safe,safe
3224,0,0,safe,safe
3225,0,0,safe,safe
3226,0,0,safe,safe
3227,0,0,safe,safe
3228,0,0,safe,safe
3229,0,0,safe,safe
3230,0,0,safe,safe
3231,0,0,safe,safe
3232,0,0,safe,safe
3233,0,0,safe,safe
3234,0,0,safe,safe
3235,0,0,safe,safe
3236,0,0,safe,safe
3237,0,0,safe,safe
3238,0,0,safe,safe
3239,0,0,safe,safe
3240,0,0,safe,safe
3241,0,0,safe,safe
3242,0,0,safe,safe
3243,0,0,safe,safe
3244,0,0,safe,safe
3245,0,0,safe,safe
3246,0,0,safe,safe
3247,0,0,safe,safe
3248,0,0,safe,safe
3249,0,0,safe,safe
3250,0,0,safe,safe
3251,0,0,safe,safe
3252,0,0,safe,safe
3253,0,0,safe,safe
3254,0,0,safe,safe
3255,0,0,safe,safe
3256,0,0,safe,safe
3257,0,0,safe,safe
3258,0,0,safe,safe
3259,0,0,safe,safe
3260,0,0,safe,safe
3261,0,0,safe,safe
3262,0,0,safe,safe
3263,0,0,safe,safe
3264,0,0,safe,safe
3265,0,0,safe,safe
3266,0,0,safe,safe
3267,0,0,safe,safe
3268,1,0,safe,safe
3269,1,0,safe,safe
3270,1,0,safe,safe
3271,0,0,safe,safe
3272,1,0,safe,safe
3273,1,1,safe,safe
3274,1,0,safe,safe
3275,1,0,safe,safe
3276,1,0,safe,safe
3277,1,0,safe,safe
3278,1,1,safe,safe
3279,1,1,safe,safe
3280,1,0,safe,safe
3281,1,0,safe,safe
3282,1,0,safe,safe
3283,1,0,safe,safe
3284,1,0,safe,safe
3285,1,0,safe,safe
3286,1,0,safe,safe
3287,1,0,safe,safe
3288,1,0,safe,safe
3289,1,0,safe,safe
3290,1,0,safe,safe
3291,1,0,safe,safe
3292,1,0,safe,safe
3293,1,0,safe,safe
